ean,name,brand,category,eu_countries,flag_nc,flag_cf,flag_fragrance_free,nc_basis,cf_basis,fragrance_basis,source_url,notes
3770020070006,L'incontournable savon au lait de chèvre parfum amande,Soin Amalthée,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3770020070006/l-incontournable-savon-au-lait-de-chevre-parfum-amande-soin-amalthee,
3770020070020,L'incontournable savon au lait de chèvre parfum rose,Soin Amalthée,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3770020070020/l-incontournable-savon-au-lait-de-chevre-parfum-rose-soin-amalthee,
3770020070013,L'incontournable savon au lait de chèvre parfum thé,Soin Amalthée,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3770020070013/l-incontournable-savon-au-lait-de-chevre-parfum-the-soin-amalthee,
4066447814958,Crema solare 50+ spray,Sun dance,face/skincare,AT|DE|IT,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/4066447814958/crema-solare-50-spray-dm,
3401344502200,Cicavit+ Crème,SVR,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3401344502200/cicavit-creme-svr,
3401381381691,Topialyse - Crème Émolliente,SVR,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3401381381691/topialyse-creme-emolliente-svr,
5600829361105,Active Botanical Eye Contour (15ml),TandheM,face/skincare,PT,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/5600829361105/active-botanical-eye-contour-15ml-tandhem-neurocosmetics,
5600829361099,Pro-Aging Essential Face Serum (30 ml),TandheM,face/skincare,PT,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/5600829361099/pro-aging-essential-face-serum-30-ml-tandhem-neurocosmetics,
5061087560738,Starter retinol serum,The Inkey List,face/skincare,NL,no,yes,yes,,cfi,obf-label,https://world.openbeautyfacts.org/product/5061087560738/starter-retinol-serum-the-inkey-list,OBF-Label crowd-sourced; Siegel vor Launch re-checken
5060879821989,"Vitamin B, C and E moisturizer",The Inkey List,face/skincare,NL,no,yes,yes,,cfi,obf-label,https://world.openbeautyfacts.org/product/5060879821989/vitamin-b-c-and-e-moisturizer-the-inkey-list,OBF-Label crowd-sourced; Siegel vor Launch re-checken
3504750011028,monoï tiki tahiti,tiare,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3504750011028/monoi-tiki-tahiti-tiare,
0200030071050,Shampoo No Perfume,Tiger,hair,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/0200030071050/shampoo-no-perfume-tiger,Kategorie eher nicht Gesicht
8712566934041,Délice Bio Shampooing Vitalité & Eclat aux extraits de thé vert,Timotei,hair,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/8712566934041/delice-bio-shampooing-vitalite-eclat-aux-extraits-de-the-vert-unilever,Kategorie eher nicht Gesicht
3700281702040,Gel nettoyant surgras,Topicrem,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3700281702040/gel-nettoyant-surgras-topicrem,
0185286000033,Lotion zen grapefruit,Triswim,other,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/0185286000033/lotion-zen-grapefruit-triswim,
8410751030942,Tulipán Negro Original Deo Stick,Tulipán Negro,other-non-face,ES,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/8410751030942/tulipan-negro-original-deo-stick,Kategorie eher nicht Gesicht
5740500004898,Anti-Dandruff Shampoo,Unilever,hair,SE,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/5740500004898/anti-dandruff-shampoo-neutral,Kategorie eher nicht Gesicht
3661434006968,Xemose - Baume Oléo-Apaisant Anti-Grattage,Uriage,other,BE|FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3661434006968/xemose-baume-oleo-apaisant-anti-grattage-uriage,
5765228837658,Roll on deo crystal,Urtekram,other-non-face,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/5765228837658/roll-on-deo-crystal-urtekram,Kategorie eher nicht Gesicht
5765228837849,Toothpaste Aloe Vera,Urtekram,other-non-face,FI|SE,no,yes,no,,cfi,,https://world.openbeautyfacts.org/product/5765228837849/toothpaste-aloe-vera-urtekram,OBF-Label crowd-sourced; Siegel vor Launch re-checken; Kategorie eher nicht Gesicht
5765228837931,Toothpaste Mint,Urtekram,other-non-face,NL,no,yes,no,,cfi,,https://world.openbeautyfacts.org/product/5765228837931/toothpaste-mint-urtekram,OBF-Label crowd-sourced; Siegel vor Launch re-checken; Kategorie eher nicht Gesicht
5765228837825,Toothpaste tea tree,Urtekram,other-non-face,CZ|DK|ES|FI|FR|IT|PT|SE,no,yes,no,,leaping-bunny,,https://world.openbeautyfacts.org/product/5765228837825/toothpaste-tea-tree-urtekram,OBF-Label crowd-sourced; Siegel vor Launch re-checken; Kategorie eher nicht Gesicht
8712561480369,Vaseline Advanced Repair Intensive Rescue Bodylotion,Vaseline,other,NL,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/8712561480369/vaseline-unilever,
0062200809951,Veet Hair Removal Gel Cream,Veet,hair,NL,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/0062200809951/veet-hair-removal-gel-cream,Kategorie eher nicht Gesicht
3596200064432,Contour des Yeux hydratant,Weleda,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3596200064432/contour-des-yeux-hydratant-weleda,
3596206332825,Crème au calendula,Weleda,face/skincare,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3596206332825/creme-au-calendula-weleda,
3596206289112,Crème à raser,Weleda,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3596206289112/creme-a-raser-weleda,
3596200064425,Fluide hydratant 24h,Weleda,other,FR,yes,no,no,obf-label,,,https://world.openbeautyfacts.org/product/3596200064425/fluide-hydratant-24h-weleda,
3401360192539,Fluide matifiant,Weleda,other,FR,yes,no,no,obf-label,,,https://world.openbeautyfacts.org/product/3401360192539/fluide-matifiant-weleda,
3596202092938,Iris Crème de jour hydratante,Weleda,face/skincare,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3596202092938/iris-creme-de-jour-hydratante-weleda,
3596205185095,Savon végétal à la lavande,Weleda,other,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3596205185095/savon-vegetal-a-la-lavande-weleda,
9319871000639,Dentifrice blanchissant Formule Buveurs Café & Thé,White Glo,other-non-face,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/9319871000639/dentifrice-blanchissant-formule-buveurs-cafe-the-white-glo,Kategorie eher nicht Gesicht
9319871000622,Dentifrice blanchissant Formule Fumeurs,White Glo,other-non-face,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/9319871000622/dentifrice-blanchissant-formule-fumeurs-white-glo,Kategorie eher nicht Gesicht
3800232739757,Natural baby shampoo & body wash,Wooden spoon,hair,BG|HU,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3800232739757/natural-baby-shampoo-body-wash-wooden-spoon,Kategorie eher nicht Gesicht
5903760203146,Cedarwood,YOPE,hair,PL,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/5903760203146/cedarwood-yope,Kategorie eher nicht Gesicht
3660005548890,Pur Bleuet,Yves Rocher,face/skincare,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/3660005548890/pur-bleuet-yves-rocher,
8710444217408,Suncare,Zenova,face/skincare,FR,no,no,yes,,,obf-label,https://world.openbeautyfacts.org/product/8710444217408/suncare-zenova,
3760354680255,Baume de tamanu,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680255/baume-de-tamanu-zenzitude,
3760354680293,beurre de karité bio,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680293/beurre-de-karite-bio-zenzitude,
3760354680286,beurre de karité bio,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680286/beurre-de-karite-bio-zenzitude,
3760354680095,bougie de massage fleur de tiaré,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680095/bougie-de-massage-fleur-de-tiare-zenzitude,
3760354680101,Bougie de massage pomme d'amour,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680101/bougie-de-massage-pomme-d-amour-zenzitude,
3760354680118,bougie de massage vanille tonka,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680118/bougie-de-massage-vanille-tonka-zenzitude,
3760354680279,Coffret occitan,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680279/coffret-occitan-zenzitude,
3760354680163,huile de chanvre bio,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680163/huile-de-chanvre-bio-zenzitude,
3760354680132,huile de tamanu,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680132/huile-de-tamanu-zenzitude,
3760354680019,huile démaquillante passion,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680019/huile-demaquillante-passion-zenzitude,
3760354680248,huile démaquillante vanille,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680248/huile-demaquillante-vanille-zenzitude,
3760354680231,Macérât de calendula,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680231/macerat-de-calendula-zenzitude,
3760354680323,savon cléananas,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680323/savon-cleananas-zenzitude,
3760354680002,savon du bonheur,Zenzitude,other,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680002/savon-du-bonheur-zenzitude,
3760354680347,Savon exfoliant,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680347/savon-exfoliant-zenzitude,
3760354680330,savon rasage,Zenzitude,other,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680330/savon-rasage-zenzitude,
3760354680309,Savon tamanu,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680309/savon-tamanu-zenzitude,
3760354680316,Savon zenzitude,Zenzitude,face/skincare,FR,no,yes,no,,obf-label,,https://world.openbeautyfacts.org/product/3760354680316/savon-zenzitude,
,Bioderma Sensibio H2O,Bioderma,face/skincare,DE|AT|FR|EU,no,no,yes,,,claim,https://www.bioderma.de/unsere-produkte/sensibio/h2o,Claim: 'Unparfümiert'
,Bioderma Sébium Gel moussant,Bioderma,face/skincare,DE|AT|FR|EU,yes,no,no,brand-page,,,https://www.bioderma.de/unsere-produkte/sebium/gel-moussant,Claim: 'Nicht komedogen'; Seite sagt auch 'Leichter frischer Duft' → nicht parfümfrei
,Bioderma Sébium H2O,Bioderma,face/skincare,DE|AT|FR|EU,yes,no,no,brand-page,,,https://www.bioderma.de/unsere-produkte/sebium/h2o,Claim: 'Nicht komedogen'
,CeraVe Ausgleichender Reinigungsschaum,CeraVe,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.cerave.de/hautpflege/reinigung-fuer-gesicht-und-koerper/ausgleichender-reinigungsschaum,Claim: 'Nicht komedogene Formel' + 'ohne Duftstoffe oder Parabene'
,CeraVe Feuchtigkeitsspendendes HA Water Gel,CeraVe,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.cerave.de/hautpflege/gesichtspflege/feuchtigkeitsspendendes-ha-water-gel,Claim: 'nicht komedogen … und ohne Duftstoffe' / 'ohne Parfüm'; INCI ohne Parfum/Fragrance geprüft auf Produktseite
,Cetaphil Feuchtigkeitscreme,Cetaphil,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.cetaphil.de/produktkategorie/feuchtigkeitspflege/feuchtigkeitscreme/1874015.html,Claim: 'Nicht komedogen' + 'Ohne Parfüm'; INCI ohne Parfum
,Cetaphil Sanfte Reinigungslotion,Cetaphil,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.cetaphil.de/produktkategorie/reinigung/reinigungslotion/7127319.html,Claim: 'Nicht komedogen' + 'duftstofffreie Reinigungslotion'
,Cetaphil Sanfte Tagespflege mit Hyaluronsäure,Cetaphil,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.cetaphil.de/produktkategorie/feuchtigkeitspflege/tagespflege-mit-hyalurons%C3%A4ure/14136571.html,Claim: 'Nicht komedogen' + 'Ohne Duftstoffe'
,Eucerin AtopiControl Beruhigende Gesichtscreme,Eucerin,face/skincare,DE|AT|EU,no,no,yes,,,claim,https://www.eucerin.de/produkte/atopicontrol/beruhigende-gesichtscreme,Claim: frei von Duftstoffen; kein NC-Claim auf Seite gefunden
,Eucerin DERMOPURE CLINICAL Hydra Repair,Eucerin,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.eucerin.de/produkte/dermopure-clinical/hydra-repair,Claim: 'Nicht komedogen' + 'Ohne Duftstoffe'
,Eucerin DERMOPURE CLINICAL Klärendes Tonic,Eucerin,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.eucerin.de/produkte/dermopure-clinical/klaerendes-tonic,Claim: 'Nicht komedogen' + 'Ohne Duftstoffe'
,Eucerin DERMOPURE CLINICAL Mat Fluid,Eucerin,face/skincare,DE|AT|EU,yes,no,no,brand-page,,,https://www.eucerin.de/produkte/dermopure-clinical/mat-fluid,Claim: 'Nicht komedogen'; Parfümfrei nicht in Fetch bestätigt → FF=no
,Eucerin DERMOPURE CLINICAL Porenverfeinerndes Reinigungsgel,Eucerin,face/skincare,DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.eucerin.de/produkte/dermopure-clinical/porenverfeinerndes-reinigungsgel,Claim: 'Nicht komedogen'; 'Frei von Duftstoffen'
,La Roche-Posay Toleriane Sensitive Crème,La Roche-Posay,face/skincare,FR|DE|AT|EU,yes,no,yes,brand-page,,claim,https://www.laroche-posay.fr/gammes/visage/toleriane/toleriane-sensitive-creme.-soin-hydratant-apaisant-protecteur/LRP_128.html,Claim laut Markenseite (Snippet): 'Non comédogène' + 'SANS PARFUM'; Direktabruf Cloudflare-blockiert — vor Launch Seite erneut öffnen
,Vichy NORMADERM Anti-Age,Vichy,face/skincare,DE|AT|EU,yes,no,no,brand-page,,,https://www.vichy.de/alle-produkte/hautpflege/tagescremes/akne/normaderm-anti-age,Claim: 'nicht komedogen'; INCI enthält PARFUM/FRAGRANCE → FF=no
,17,17,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/17/,"Marke CFI, SKUs nicht enumeriert"
,7th Heaven,7th Heaven,brand,Europe+,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/7th-heaven/,"Marke CFI, SKUs nicht enumeriert"
,Abundant Natural Health,Abundant Natural Health,brand,AU/US (nicht primär EU),no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/,"Marke CFI, SKUs nicht enumeriert; Region laut Quelle: AU/US (nicht primär EU)"
,Addition Studio,Addition Studio,brand,AU/US,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/,"Marke CFI, SKUs nicht enumeriert; Region laut Quelle: AU/US"
,Aesop,Aesop,brand,global inkl. EU,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/aesop/,"Marke CFI, SKUs nicht enumeriert"
,Aldi UK (Eigenmarken),Aldi UK,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/aldi-uk/,"Marke CFI, SKUs nicht enumeriert"
,Anara Skincare,Anara Skincare,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/,"Marke CFI, SKUs nicht enumeriert"
,Aqua Natural,Aqua Natural,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/,"Marke CFI, SKUs nicht enumeriert"
,AREU AREU,AREU AREU,brand,Asia,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/,"Marke CFI, SKUs nicht enumeriert; Region laut Quelle: Asia"
,Argital,Argital,brand,Asia|Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/argital/,"Marke CFI, SKUs nicht enumeriert"
,BRAVE.NEW.HAIR. / BRAVE.NEW.CARE.,BRAVE.NEW.HAIR. / BRAVE.NEW.CARE.,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/aesop/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,Ethique,Ethique,brand,global,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/facetheory/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen"
,Facetheory,Facetheory,brand,UK/EU,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/facetheory/,"Marke CFI, SKUs nicht enumeriert"
,FatFace,FatFace,brand,Europe?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/made-of-more/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen"
,Gaia Skincare,Gaia Skincare,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/skin-formulas/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,Helan,Helan,brand,Europe+,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/helan/,"Marke CFI, SKUs nicht enumeriert"
,Lanolips,Lanolips,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/mua-make-up-academy/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,Lucy Bee,Lucy Bee,brand,Europe+,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/manufaktura/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen"
,Made Of More,Made Of More,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/made-of-more/,"Marke CFI, SKUs nicht enumeriert"
,Manufaktura,Manufaktura,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/manufaktura/,"Marke CFI, SKUs nicht enumeriert"
,Maria Nila,Maria Nila,brand,Europe+,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/manufaktura/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen"
,Mienna Cosmetics Ltd,Mienna Cosmetics Ltd,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/mienna-cosmetics-ltd/,"Marke CFI, SKUs nicht enumeriert"
,Modern Botany,Modern Botany,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/17/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,MUA Makeup Academy,MUA Makeup Academy,brand,UK/EU retail,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/mua-make-up-academy/,"Marke CFI, SKUs nicht enumeriert"
,Nakin,Nakin,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/7th-heaven/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,Organicspa,Organicspa,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/the-inkey-list/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,Oxmantown Skincare,Oxmantown Skincare,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/oxmantown-skincare/,"Marke CFI, SKUs nicht enumeriert"
,Pai Skincare,Pai Skincare,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/pai-skincare/,"Marke CFI, SKUs nicht enumeriert"
,Skin Formulas,Skin Formulas,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/skin-formulas/,"Marke CFI, SKUs nicht enumeriert"
,Superdrug (Eigenmarken),Superdrug,brand,Europe,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/superdrug/,"Marke CFI, SKUs nicht enumeriert"
,Synergie Skin,Synergie Skin,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/superdrug/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
,The INKEY List,The INKEY List,brand,Europe+,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/the-inkey-list/,"Marke CFI, SKUs nicht enumeriert"
,The Skin Edition,The Skin Edition,brand,?,no,yes,no,,cfi,,https://www.crueltyfreeinternational.org/approved-brands/listing/aesop/,"Marke CFI, SKUs nicht enumeriert; Name aus Prev/Next-Navigation einer Listing-Seite — eigene Listing-URL vor Launch bestätigen; Region laut Quelle: ?"
