ean,dan,name,brand,category,price,dm_url,flag_fragrance_free,flag_nc,flag_cf,dm_fragranceFree,dm_oilFree,dm_naturalCosmetics,dm_vegan,highlights,description,queries,source,checked_at
3616306368286,3087957,"Nagellack Last & Shine 570 Pink Fields, 8 ml",MANHATTAN Cosmetics,Nagellack > Nägel,"2,85 €",https://www.dm.de/applink/p/d/3087957/manhattan-cosmetics-nagellack-last-und-shine-570-pink-fields?appPageType=productdetails&appProductId=3087957&wt_mc=dm-mcp,no,no,no,False,False,False,True,"Base Coat und Top Coat in einem, Glossy Finish mit leuchtenden Farben, Trocknet in nur 60 Sekunden, Langanhaltende Farbe",Strahlende Nägel im Handumdrehen – das verspricht der Last & Shine Nail Polish in der Farbe 570 Pink Fields von MANHATTAN Cosmetics. Die innovative 3-,La Roche Posay Effaclar,dm-mcp-searchProducts,2026-09-04
3616306369030,3087961,"Nagellack Last & Shine 730 Your Favorite, 8 ml",MANHATTAN Cosmetics,Nagellack > Nägel,"2,85 €",https://www.dm.de/applink/p/d/3087961/manhattan-cosmetics-nagellack-last-und-shine-730-your-favorite?appPageType=productdetails&appProductId=3087961&wt_mc=dm-mcp,no,no,no,False,False,False,True,"Base Coat und Top Coat in einem, Glossy Finish mit leuchtenden Farben, Trocknet in nur 60 Sekunden, Langanhaltende Farbe",Strahlende Nägel im Handumdrehen – das verspricht der Last & Shine Nail Polish in der Farbe 730 Your Favorite von MANHATTAN Cosmetics. Die innovative ,La Roche Posay Effaclar,dm-mcp-searchProducts,2026-09-04
3600531702717,3062626,"Nagellack Super Stay Ink Bonder 490 Hot Salsa, 12 ml",MAYBELLINE NEW YORK,Nagellack > Nägel,"6,95 €",https://www.dm.de/applink/p/d/3062626/maybelline-new-york-nagellack-super-stay-ink-bonder-490-hot-salsa?appPageType=productdetails&appProductId=3062626&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Für einen starken Auftritt, Intensive Farbe und Nagelstärkung in einem, Hält bis zu 10 Tage, Innovative 3D-Bindungstechn",Ein starker und langanhaltender Look für die Nägel – mit dem Super Stay Ink Bonder Nagellack in der Farbe 078 Porcelain von MAYBELLINE NEW YORK ist di,La Roche Posay Effaclar,dm-mcp-searchProducts,2026-09-04
4262368741292,2968654,"Baby Pflegecreme, 75 ml",Mabyen,Babyöl & Babycreme > Babypflege,"4,95 €",https://www.dm.de/applink/p/d/2968654/mabyen-baby-pflegecreme?appPageType=productdetails&appProductId=2968654&wt_mc=dm-mcp,yes,no,no,True,False,True,True,"Feuchtigkeitsspendend, Hautverträglichkeit dermatologisch bestätigt, Angenehm auf der Haut, Vegane Formulierung",Die Baby Pflegecreme von Mabyen ist für Babys von Geburt an geeignet und bietet eine intensive Pflege für Gesicht und Körper. Die Creme ist mit Bio-Ma,Baby Pflege parfümfrei | Baby Creme ohne Parfum | Purito Creme,dm-mcp-searchProducts,2026-09-04
3600551187679,3109386,"Cleanser Anti-Hautstress, 150 ml",Mixa,Gesichtsreinigung,"5,95 €",https://www.dm.de/applink/p/d/3109386/mixa-cleanser-anti-hautstress?appPageType=productdetails&appProductId=3109386&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Sanfte Gesichtsreinigung für gestresste Haut, Beruhigende Formel, Mit Panthenol und Probiotika-Extrakt, Reinigt sanft un",Speziell für die Bedürfnisse gestresster Haut wurde der Cleanser Anti-Hautstress von Mixa entwickelt. Die nicht-schäumende Formel mit Panthenol und Pr,Gesichtsreinigung ohne Duftstoffe,dm-mcp-searchProducts,2026-09-04
3600551068749,1646638,"Pflegecreme 10% Urea Cica Repair, 400 ml",Mixa,Bodylotion & Hautcreme > Körperpflege,"7,95 €",https://www.dm.de/applink/p/d/1646638/mixa-pflegecreme-10-prozent-urea-cica-repair?appPageType=productdetails&appProductId=1646638&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Entfernt sanft Hautschüppchen, Regt die Hauterneuerung an, Wirkt ab der ersten Anwendung, Für Gesicht, Hände & Körper, R","Die Mixa Urea Cica Repair Hauterneuernde Creme ist eine hochkonzentrierte Pflege für das Gesicht, den Körper sowie die Hände. Sie ist speziell auf die",Purito Creme,dm-mcp-searchProducts,2026-09-04
3600551101408,1669820,"Pflegecreme Ceramide Protect, 400 ml",Mixa,Bodylotion & Hautcreme > Körperpflege,"7,95 €",https://www.dm.de/applink/p/d/1669820/mixa-pflegecreme-ceramide-protect?appPageType=productdetails&appProductId=1669820&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Für trockene & beanspruchte Haut, geeignet für Erwachsene, Kinder & auch Babys, Für eine geschützte & regenerierte Hautb","Die Ceramide Deep Moisture Hautstärkende Creme von Mixa pflegt sehr trockene und beanspruchte Haut am Körper, im Gesicht sowie an den Händen. Die Crem",CeraVe Feuchtigkeitscreme,dm-mcp-searchProducts,2026-09-04
3600551156668,1713974,"Serum Anti-Unreinheiten, Niacinamide, 30 ml",Mixa,Serum & Kur > Gesichtspflege,"13,95 €",https://www.dm.de/applink/p/d/1713974/mixa-serum-anti-unreinheiten-niacinamide?appPageType=productdetails&appProductId=1713974&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Hautunreinheiten-Serum, Mit Salicylsäure und Niacinamid, Verfeinerung der Poren, Ideal für zu Unreinheiten neigende Haut",Ein wahres Must-Have für die tägliche Gesichtsreinigung. Das Anti-Unreinheiten Serum von Mixa wurde speziell für zu Unreinheiten neigende Haut entwick,Akne Unreinheiten Reinigung | Niacinamid Serum | Salicylsäure Gesicht,dm-mcp-searchProducts,2026-09-04
8720828001851,1706808,"Baby & Kind Pflegecreme, 50 ml",NAIF,Babyöl & Babycreme > Babypflege,"4,95 €",https://www.dm.de/applink/p/d/1706808/naif-baby-und-kind-pflegecreme?appPageType=productdetails&appProductId=1706808&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Creme für trockene und empfindliche Haut, Geeignet für Babys, Stärkt die Hautbarriere und unterstützt die Regeneration, ","Die Baby & Kind Pflegecreme von NAIF bietet eine ideale Pflege für trockene und empfindliche Haut. Hergestellt aus Zutaten wie Mandel- und Avocadoöl, ",Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
3574661655611,1626032,"Anti Pickel Peeling Cleanser AHA/PHA/BHA, 200 ml",Neutrogena,Waschgel > Gesichtsreinigung,"7,95 €",https://www.dm.de/applink/p/d/1626032/neutrogena-anti-pickel-peeling-cleanser-aha-pha-bha?appPageType=productdetails&appProductId=1626032&wt_mc=dm-mcp,no,no,no,False,True,False,True,"Anti-Pickel+ Waschgel mit Salicylsäure, Für unreine Haut, Hilft bei der Beseitigung hartnäckiger Pickel, Lässt Pickelmal","Mit dem Peeling Cleanser Anti-Pickel+ AHA/ PHA / BHA von Neutrogena zu einem reinen, angenehm weichen Hautgefühl. Das wirkungsvolle Waschgel mit kläre",Salicylsäure Gesicht,dm-mcp-searchProducts,2026-09-04
3574661554297,1487983,"Gesichtscreme Hydro Boost Aqua, 50 ml",Neutrogena,Tagescreme > Gesichtspflege,"9,45 €",https://www.dm.de/applink/p/d/1487983/neutrogena-gesichtscreme-hydro-boost-aqua?appPageType=productdetails&appProductId=1487983&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Parfümfreie Feuchtigkeitspflege für trockene Haut, Hyaluron-Gel-Komplex mit 100% pflanzlicher Trehalose, Speichert Feuch","Die Neutrogena Hydro Boost Aqua Creme ist eine pflegende, parfümfreie Feuchtigkeitspflege für trockene Haut. Die effektive Formel kombiniert den Hyalu",Gesichtscreme parfümfrei | nicht komedogen Gesichtscreme | Cetaphil Feuchtigkeitscreme,dm-mcp-searchProducts,2026-09-04
3574661750521,1457559,"Pflegecreme Deep Moisture, 200 ml",Neutrogena,Bodylotion & Hautcreme > Körperpflege,"2,95 €",https://www.dm.de/applink/p/d/1457559/neutrogena-pflegecreme-deep-moisture?appPageType=productdetails&appProductId=1457559&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Feuchtigkeitscreme, Für trockene Haut geeignet, Bis zu 72h lang Feuchtigkeit, Mit Pro-Ceramide Technologie",Die Neutrogena Norwegische Formel Deep Moisture Feuchtigkeitscreme wurde speziell für trockene Haut entwickelt. Die nicht fettende Creme stärkt nachwe,CeraVe Feuchtigkeitscreme,dm-mcp-searchProducts,2026-09-04
3574661320700,1487984,"Reinigungsgel Hydro Boost Aqua, 200 ml",Neutrogena,Gesichtsreinigung,"4,95 €",https://www.dm.de/applink/p/d/1487984/neutrogena-reinigungsgel-hydro-boost-aqua?appPageType=productdetails&appProductId=1487984&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Enthält Hyaluronsäure & Glycerin, Effektive Reinigung von Schmutz, Talg und Make-Up, Sanfte Gesichtsreinigung ohne auszu","Das Neutrogena Hydro Boost Aqua Reinigungsgel ist ein innovatives, leichtes Gel, das mit Wasser aktiviert wird. Es reinigt die Haut von Schmutz, Talg ",Akne Unreinheiten Reinigung,dm-mcp-searchProducts,2026-09-04
5907052819381,3087290,"UV Nagellack Lady Ferrari, 7,2 ml",NÉONAIL,UV Nagellack > Nägel,"9,95 €",https://www.dm.de/applink/p/d/3087290/neonail-uv-nagellack-lady-ferrari?appPageType=productdetails&appProductId=3087290&wt_mc=dm-mcp,no,no,no,False,False,False,False,"UV Nagellack, Bis zu 21 Tage splitter- und kratzfest, Für gepflegte, top gestylte Nägel, Sorgt für ein elegantes Finish","Mit dem UV Nagellack in der Farbe Lady Ferrari entsteht eine stilvolle Maniküre, die mit wunderschönen Farbnuancen überzeugt. Durch die spezielle Form",La Roche Posay Effaclar,dm-mcp-searchProducts,2026-09-04
5904553697593,3125420,"UV Nagellack Peachy Coral, 7,2 ml",NÉONAIL,UV Nagellack > Nägel,"10,95 €",https://www.dm.de/applink/p/d/3125420/neonail-uv-nagellack-peachy-coral?appPageType=productdetails&appProductId=3125420&wt_mc=dm-mcp,no,no,no,False,False,False,False,"UV-Nagellack, Hält bis zu 21 Tage, Splitter- und kratzfest mit Spiegelglanz","Der NÉONAIL UV Nagellack in der Farbe Peachy Coral ist frisch, lebendig und voller Sommer-Gefühl. Dieser strahlende Korallton mit einem zarten Hauch v",La Roche Posay Effaclar,dm-mcp-searchProducts,2026-09-04
4260524941210,1611085,"Feuchtigkeitscreme beruhigend, 50 ml",NØ cosmetics,Tagescreme > Gesichtspflege,"15,95 €",https://www.dm.de/applink/p/d/1611085/no-cosmetics-feuchtigkeitscreme-beruhigend?appPageType=productdetails&appProductId=1611085&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Pink Power-Formel mit Indirubin aus lokal angebauten Färberpflanzen, Pflege der Haut mit Ceramiden und Panthenol, Ohne M","Die Nø strong today Beruhigende Feuchtigkeitscreme von Nø Cosmetics ist eine spezielle Creme, die entwickelt wurde, um Ihre Hautbarriere zu stärken un",CeraVe Feuchtigkeitscreme,dm-mcp-searchProducts,2026-09-04
4260524943825,3119034,"Gesichtscreme All-In Barrier, 20 ml",NØ cosmetics,Tagescreme > Gesichtspflege,"6,95 €",https://www.dm.de/applink/p/d/3119034/no-cosmetics-gesichtscreme-all-in-barrier?appPageType=productdetails&appProductId=3119034&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Reichhaltige Barriere-Creme, Für trockene, anspruchsvolle und gereizte Haut, Kann die Haut vor dem Austrocknen schützen,","Die Celebrate Tøday All-in Barrier Cream von NØ ist eine reichhaltige Pflege für trockene, anspruchsvolle und gereizte Haut. Die parfümfreie Formel mi",Gesichtscreme parfümfrei,dm-mcp-searchProducts,2026-09-04
4260524941401,1676342,"Gesichtscreme All-In Barrier, 50 ml",NØ cosmetics,Tagescreme > Gesichtspflege,"16,95 €",https://www.dm.de/applink/p/d/1676342/no-cosmetics-gesichtscreme-all-in-barrier?appPageType=productdetails&appProductId=1676342&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Bekämpft freie Radikale, Zuverlässiger Schutz vor Austrocknung der Haut, Enthält wertvolle Inhaltsstoffe wie Arnica Mexi","Die Nø celebrate tøday ALL-In Cream ist eine reichhaltige Gesichtspflege, die die Haut mit Feuchtigkeit versorgt. Sie enthält einen 5-fachen Ceramid-K",Gesichtscreme parfümfrei | nicht komedogen Gesichtscreme,dm-mcp-searchProducts,2026-09-04
4260524942477,3108263,"Gesichtscreme Base Hydration, 125 ml",NØ cosmetics,Tagescreme > Gesichtspflege,"9,95 €",https://www.dm.de/applink/p/d/3108263/no-cosmetics-gesichtscreme-base-hydration?appPageType=productdetails&appProductId=3108263&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Leichte Feuchtigkeitscreme für Gesicht und Körper, Hydratisierend und schützend, Mit 5 % Urea, Betain und Vitamin F, Ide",Dank ihrer leichten Formel spendet die Gesichtscreme Base Hydration von Nø Cosmetics intensive Feuchtigkeit und schützt die Haut. Die Rezeptur mit 5 %,Gesichtscreme parfümfrei | nicht komedogen Gesichtscreme,dm-mcp-searchProducts,2026-09-04
4260524943917,3115994,"Gesichtscreme Gel Nø restore tøday Re-Balance, 50 ml",NØ cosmetics,Tagescreme > Gesichtspflege,"16,95 €",https://www.dm.de/applink/p/d/3115994/no-cosmetics-gesichtscreme-gel-no-restore-today-re-balance?appPageType=productdetails&appProductId=3115994&wt_mc=dm-mcp,no,no,no,False,False,False,True,"wirkt beruhigend, regenerierend und hautbarrierestärkend, reduziert Unreinheiten sowie Rötungen und reguliert die Talgpr","Die nicht-fettende Re-Balance Gel Cream von Nø cosmetics bringt sensible, ölige und unreine Haut wieder ins Gleichgewicht. Dank Adapinoid®, ein innova",nicht komedogen Gesichtscreme,dm-mcp-searchProducts,2026-09-04
4260524941111,1588394,"Peeling Cleanser AHA / PHA, 125 ml",NØ cosmetics,Gesichtspeeling > Gesichtsreinigung,"7,95 €",https://www.dm.de/applink/p/d/1588394/no-cosmetics-peeling-cleanser-aha-pha?appPageType=productdetails&appProductId=1588394&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Für die tägliche sanfte Reinigung & Hauterneuerung, Mit Phytoinulin, Panthenol + Aloe Vera, Spezielle sanfte Formulierun","Der Nø pure today AHA/PHA Peeling Cleanser von Nø Cosmetics ist ein sanft schäumender, chemischer Peeling-Reiniger, der täglich angewendet werden kann",Gesichtsreinigung ohne Duftstoffe,dm-mcp-searchProducts,2026-09-04
4260524940923,1460743,"Serum 120h Hydration & Niacinamide, 20 ml",NØ cosmetics,Serum & Kur > Gesichtspflege,"14,95 €",https://www.dm.de/applink/p/d/1460743/no-cosmetics-serum-120h-hydration-und-niacinamide?appPageType=productdetails&appProductId=1460743&wt_mc=dm-mcp,yes,no,no,True,True,False,True,"Feuchtigkeitsspender mit Amylopectin und Algenextrakt, Intensiver PhytoMoisture-Komplex, Parfumfrei und Clean Beauty, Ni","Das Produkt Nø rain tonight 120h Hydration & Niacinamide von Nø Cosmetics  ist ein leichtes und parfümfreies Serum, das die Haut mit Feuchtigkeit vers",Niacinamid Serum,dm-mcp-searchProducts,2026-09-04
4260401410778,1545814,"Baby & Kinder Badezusatz Pflegebad, 250 ml",PAEDIPROTECT,"Babyshampoo, Badezusätze & Co. > Babypflege","4,25 €",https://www.dm.de/applink/p/d/1545814/paediprotect-baby-und-kinder-badezusatz-pflegebad?appPageType=productdetails&appProductId=1545814&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Milde Waschsubstanzen auf pflanzlicher Basis, Reinigt und pflegt die Haut ohne sie auszutrocknen, Mit Sesamöl und Extrak",Das PAEDIPROTECT Pflegebad ist ein besonders hautschonender und zart aufschäumender Badezusatz. Milde Waschsubstanzen auf pflanzlicher Basis reinigen ,Baby Pflege parfümfrei,dm-mcp-searchProducts,2026-09-04
4260401413304,1625406,"Baby Pflegecreme Intensiv, 75 ml",PAEDIPROTECT,Babyöl & Babycreme > Babypflege,"3,55 €",https://www.dm.de/applink/p/d/1625406/paediprotect-baby-pflegecreme-intensiv?appPageType=productdetails&appProductId=1625406&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Mit Shea-Butter, Kokosöl, Süßholzwurzelextrakt, Vielseitig einsetzbar, Natürlich vegan, Parfümfrei, Rezeptur ohne Mikrop",Die PAEDIPROTECT Intensiv-Pflegecreme mit Shea Butter und Kokosöl versorgt besonders trockene und raue Hautstellen mit einer Extra-Portion Feuchtigkei,Baby Pflege parfümfrei | Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
4260401410808,1501323,"Baby Shampoo & Waschlotion 2in1, 200 ml",PAEDIPROTECT,"Kindershampoo > Kinderduschgel > Babyshampoo, Badezusätze & Co. > Kleinkindpflege > Babypflege","3,25 €",https://www.dm.de/applink/p/d/1501323/paediprotect-baby-shampoo-und-waschlotion-2in1?appPageType=productdetails&appProductId=1501323&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Hilft der Haut ihre natürliche Schutzfunktion zu bewahren, Mit Extrakten aus Bambus und grünem Tee, Mit hautberuhigender",Die PAEDIPROTECT 2in1 Shampoo & Waschlotion reinigt Haut und Haar besonders schonend durch sehr milde Waschsubstanzen pflanzlichen Ursprungs. Die sanf,Baby Pflege parfümfrei,dm-mcp-searchProducts,2026-09-04
4260401414707,3058841,"Babyöl, 200 ml",PAEDIPROTECT,Babyöl & Babycreme > Babypflege,"3,95 €",https://www.dm.de/applink/p/d/3058841/paediprotect-babyoel?appPageType=productdetails&appProductId=3058841&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Pflegeöl für Babys, Mit Mandelöl, Für empfindliche Haut konzipiert",Das Babyöl von PAEDIPROTECT ist ein wahres Pflegewunder für die empfindliche Haut von Babys und Kleinkindern. In der praktischen Pumpflasche lässt sic,Baby Pflege parfümfrei,dm-mcp-searchProducts,2026-09-04
4260401410686,1501321,"Kinder Gesichtspflege, 75 ml",PAEDIPROTECT,Babyöl & Babycreme > Babypflege,"3,25 €",https://www.dm.de/applink/p/d/1501321/paediprotect-kinder-gesichtspflege?appPageType=productdetails&appProductId=1501321&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Mit Olivenöl und Sheabutter, Mit Extrakten aus Bambus und grünem Tee, Vegan zertifiziert, Ohne Parfüm, ohne Farbstoffe, ",Die PAEDIPROTECT Gesichtspflege für Babys und Kinder ist optimal für sensible oder gereizte Haut geeignet. Kaltgepresstes Olivenöl und Sheabutter verw,Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
4260401411904,1569725,"Kinder Pflegelotion, 200 ml",PAEDIPROTECT,Babyöl & Babycreme > Babypflege,"2,95 €",https://www.dm.de/applink/p/d/1569725/paediprotect-kinder-pflegelotion?appPageType=productdetails&appProductId=1569725&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Mit Jojobaöl und Mangobutter, Mit Extrakten aus Bambus und grünem Tee, Vegan zertifiziert, Ohne Mineralöle oder Silikone",Die PAEDIPROTECT Pflegelotion spendet der Haut langanhaltende Feuchtigkeit und macht sie zart und geschmeidig. Jojobaöl und Mangobutter unterstützen d,Baby Pflege parfümfrei | Baby Creme ohne Parfum | Purito Creme,dm-mcp-searchProducts,2026-09-04
4260401414349,1679318,"Sonnencreme Familie LSF 50+, 200 ml",PAEDIPROTECT,Sonnencreme > Sonnenpflege,"14,45 €",https://www.dm.de/applink/p/d/1679318/paediprotect-sonnencreme-familie-lsf-50?appPageType=productdetails&appProductId=1679318&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Sonnencreme mit Lichtschutzfaktor 50+, Für die ganze Familie und empfindliche Haut geeignet, Lässt sich einfach verteile",Die PAEDIPROTECT Sonnencreme LSF 50+ ist ein idealer Sonnenschutz für die ganze Familie. Die Formulierung mit hautberuhigendem Panthenol und Allantoin,Sonnencreme Gesicht parfümfrei,dm-mcp-searchProducts,2026-09-04
4260401410358,1574855,"Sonnencreme Gesicht, LSF 50+, 30 ml",PAEDIPROTECT,Sonnencreme > Sonnenpflege,"7,25 €",https://www.dm.de/applink/p/d/1574855/paediprotect-sonnencreme-gesicht-lsf-50?appPageType=productdetails&appProductId=1574855&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Sonnenpflege für das Gesicht, Mit Lichtschutzfaktor 50+, Kann lichtbedingter, vorzeitiger Hautalterung vorbeugen, Mit we",Die PAEDIPROTECT Sonnencreme Gesicht LSF 50+ bietet einen speziellen Schutz für die Gesichtshaut von Groß und Klein. Ihre innovative und besonders lei,Sonnencreme Gesicht parfümfrei,dm-mcp-searchProducts,2026-09-04
4260401410846,1571014,Wind & Wetter Creme LSF 15,PAEDIPROTECT,Wundschutzcreme & Babypuder > Babypflege,"3,95 €",https://www.dm.de/applink/p/d/1571014/paediprotect-wind-und-wetter-creme-lsf-15?appPageType=productdetails&appProductId=1571014&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Lichtschutzfaktor 15 (mineralischer UV-Filter) für hochsensible Haut, Hochwertige Öle (bspw. Nachtkerzen- und Hagebutten",Die PAEDIPROTECT Wind & Wettercreme ist die einzige ihrer Art mit einem nachgewiesenen mineralischen Lichtschutzfaktor ohne Nanopartikel auf dem Markt,Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
3574661606033,1469808,"Baby Pflegecreme Gesicht & Körper ultra sensitiv, 100 ml",Penaten,Babyöl & Babycreme > Babypflege,"3,95 €",https://www.dm.de/applink/p/d/1469808/penaten-baby-pflegecreme-gesicht-und-koerper-ultra-sensitiv?appPageType=productdetails&appProductId=1469808&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Pflegecreme speziell für Neugeborene entwickelt, Erhöht den Feuchtigkeitsgehalt der Haut, Parfümfreie Formel, Ohne Farbs","Die PENATEN ultra sensitiv Pflegecreme Gesicht & Körper ist eine parfümfreie Baby Gesichtscreme & Körpercreme, die speziell für Neugeborene entwickelt",Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
3574661264455,1469804,"Baby Pflegelotion ultra sensitiv, 400 ml",Penaten,Babyöl & Babycreme > Babypflege,"4,95 €",https://www.dm.de/applink/p/d/1469804/penaten-baby-pflegelotion-ultra-sensitiv?appPageType=productdetails&appProductId=1469804&wt_mc=dm-mcp,yes,no,no,True,False,False,False,"Pflegelotion für Babys, Von Geburt an geeignet, Ideal für hochsensible, zu Neurodermitis neigende Haut, Erhöht gezielt d",Die Baby Pflegelotion Ultra Sensitiv von Penaten bietet eine sanfte Pflege für hochsensible Babyhaut. Diese parfümfreie Lotion ist von Geburt an geeig,Baby Creme ohne Parfum,dm-mcp-searchProducts,2026-09-04
8809563103430,3068005,"Feuchtigkeitscream Mighty Bamboo Cream, 100 ml",Purito SEOUL,Tagescreme > Koreanische Kosmetik > Gesichtspflege,"23,95 €",https://www.dm.de/applink/p/d/3068005/purito-seoul-feuchtigkeitscream-mighty-bamboo-cream?appPageType=productdetails&appProductId=3068005&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Intensiv beruhigende Gesichtscreme, Ideal für sensible trockene oder gereizte Haut, Mit 50 % Bambusextrakt und 1 % Panth",Die Seoul Mighty Panthenol Cream von Purito SEOUL ist eine intensiv beruhigende und feuchtigkeitsspendende Gesichtscreme. Mit 50 % Bambusextrakt und 1,Purito Creme,dm-mcp-searchProducts,2026-09-04
8809563101054,3068004,"Gesichtscreme Gel Oat-in Calming Gel Cream, 100 ml",Purito SEOUL,Tagescreme > Koreanische Kosmetik > Gesichtspflege,"21,95 €",https://www.dm.de/applink/p/d/3068004/purito-seoul-gesichtscreme-gel-oat-in-calming-gel-cream?appPageType=productdetails&appProductId=3068004&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Beruhigende Gel-Creme für das Gesicht, Ideal für empfindliche und trockene Haut, Mit 77 % Hafer-Samenwasser, Kann Rötung","Die Purito SEOUL Oat-in Calming Gel Cream mit pflegendem Hafer-Samenwasser beruhigt trockene sowie empfindliche Haut sofort. Die leichte, klare Gel-Te",Purito Creme,dm-mcp-searchProducts,2026-09-04
8809563100347,2628457,"Gesichtstoner Wonder Releaf Centella Toner Unscented, 200 ml",Purito SEOUL,Toner fürs Gesicht > Gesichtswasser > Koreanische Kosmetik > Gesichtsreinigung,"22,95 €",https://www.dm.de/applink/p/d/2628457/purito-seoul-gesichtstoner-wonder-releaf-centella-toner-unscented?appPageType=productdetails&appProductId=2628457&wt_mc=dm-mcp,yes,no,no,True,True,False,True,"Beruhigendes Gesichtswasser, Kann die Hautbarriere unterstützen, Mit Tigergras und Hyaluronsäure, Ideal für empfindliche","Der Purito SEOUL Wonder Releaf Centella Toner Unscented ist ein schonender Toner, der speziell für die Bedürfnisse empfindlicher Haut entwickelt wurde",Purito Creme,dm-mcp-searchProducts,2026-09-04
8809782551814,3043116,Feuchtigkeitscreme Birch Juice Moisturizing Sunscreen LSF 50,ROUND LAB,Tagescreme > Koreanische Kosmetik > Gesichtspflege,"14,95 €",https://www.dm.de/applink/p/d/3043116/round-lab-feuchtigkeitscreme-birch-juice-moisturizing-sunscreen-lsf-50?appPageType=productdetails&appProductId=3043116&wt_mc=dm-mcp,no,no,no,False,False,False,False,"Feuchtigkeitsspendende Sonnencreme, Hoher Sonnenschutz mit SPF 50 PA++++, Kann vorzeitiger lichtbedingter Hautalterung v","Der ROUND LAB Birch Juice Moisturizing Sunscreen ist ein feuchtigkeitsspendender Sonnenschutz mit einer leichten, essenzähnlichen Textur. Mit einem ho",CeraVe Feuchtigkeitscreme,dm-mcp-searchProducts,2026-09-04
4066447787108,1301928,"Sonnencreme Kids MED ultra sensitiv, LSF 50+, 100 ml",SUNDANCE,Sonnencreme > Sonnenpflege,"4,25 €",https://www.dm.de/applink/p/d/1301928/sundance-sonnencreme-kids-med-ultra-sensitiv-lsf-50?appPageType=productdetails&appProductId=1301928&wt_mc=dm-mcp,yes,no,no,True,True,False,True,"Geeignet für empfindliche Baby- und Kinderhaut, Feuchtigkeitsspendend, Getestet & empfohlen vom Deutschen Allergie- & As",Die Kids MED  sensitiv Sonnencreme mit LSF 50+ von SUNDANCE eignet sich besonders für sonnenempfindliche und ungebräunnte Haut. Auch für die spezielle,Sonnencreme Gesicht parfümfrei,dm-mcp-searchProducts,2026-09-04
4067796257472,1678934,"Sonnencreme sensitiv LSF 50, 100 ml",SUNDANCE,Sonnencreme > Sonnenpflege,"3,95 €",https://www.dm.de/applink/p/d/1678934/sundance-sonnencreme-sensitiv-lsf-50?appPageType=productdetails&appProductId=1678934&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Sonnencreme für empfindliche Haut, Hoher Lichtschutzfaktor 50, Wasserfester* Sofortschutz, Spendet Feuchtigkeit, Ohne UV",Die Sonnencreme sensitiv LSF 50 von SUNDANCE ist speziell für die Bedürfnisse empfindlicher Haut entwickelt worden. Ihr UVA- und UVB-Breitbandfiltersy,Sonnencreme Gesicht parfümfrei,dm-mcp-searchProducts,2026-09-04
4067796257595,1367850,"Sonnenfluid Gesicht MED ultra sensitiv, LSF 50+, 50 ml",SUNDANCE,"Sonnenfluide, -sticks & Co. > Sonnenpflege","5,25 €",https://www.dm.de/applink/p/d/1367850/sundance-sonnenfluid-gesicht-med-ultra-sensitiv-lsf-50?appPageType=productdetails&appProductId=1367850&wt_mc=dm-mcp,yes,no,no,True,False,False,True,"Sonnenschutzfluid für empfindliche Haut, Mit Lichtschutzfaktor 50+, Bei Neigung zu Sonnenallergie und Mallorca-Akne**, O","Für besonders empfindliche Haut, die zu Allergien neigt, ist das Sonnenfluid MED mit Lichtschutzfaktor 50+ von SUNDANCE die ideale Wahl. Die leichte F",Balea Med unparfümiert Gesicht | Salicylsäure Gesicht,dm-mcp-searchProducts,2026-09-04
