ean,name,brand,age_band,category_slot,eu_countries,flag_fragrance_free,flag_under3_intended,flag_cf,flag_nc,fragrance_basis,under3_basis,cf_basis,nc_basis,spf_note,source_url,notes
3574669907385,Johnson’s baby shampoo,Johnson’s,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574669907385/johnson-s-baby-shampoo,
8718452724307,Jumbo Baby Shampoo 300 ml,JUMBO,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8718452724307/jumbo-baby-shampoo-300-ml,
4335896491806,Baby mildes Shampoo,K Classic,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4335896491806/baby-mildes-shampoo-k-classic,
3282779326865,Klorane Bébé Shampooing doux démêlant,Klorane,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282779326865/klorane-bebe-shampooing-doux-demelant,
8720674306209,shampoo baby's,Kruidvat,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8720674306209/shampoo-baby-s-kruidvat,
3263855774213,Bébé Shampooing très doux,Leader Price,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3263855774213/bebe-shampooing-tres-doux-leader-price,
3600550079227,Shampooing très doux (+20% gratuit),Mixa,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550079227/shampooing-tres-doux-20-gratuit-mixa,
5600551154459,Micellar Shampoo,Mixa Baby,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5600551154459/micellar-shampoo-mixa-baby,
3600550367188,Soap-free Surgras,Mixa Baby,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550367188/soap-free-surgras-mixa-baby,
3600550136401,"Mixa Bébé Shampoing Tres Doux, Ne Pique Pas Les Yeux",Mixa bébé,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550136401/mixa-bebe-shampoing-tres-doux-ne-pique-pas-les-yeux,
3600550235784,Shampoing - cheveux fragiles,Mixa bébé,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550235784/shampoing-cheveux-fragiles-mixa-bebe,
3600551119915,Shampoing très doux,Mixa bébé,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551119915/shampoing-tres-doux-mixa-bebe,
3600551119816,Shampoing très doux démêlant karité pur + huile de jojoba,Mixa Bébé,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551119816/shampoing-tres-doux-demelant-karite-pur-huile-de-jojoba-mixa-bebe,
3600551119809,Shampooing très doux,Mixa Bébé,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551119809/shampooing-tres-doux-mixa-bebe,
8720254710556,Naïf Baby & kids nourishing shampoo,Naïf,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8720254710556/naif-baby-kids-nourishing-shampoo,
8720254710594,Naïf Baby & kids nourishing shampoo refill,Naïf,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8720254710594/naif-baby-kids-nourishing-shampoo-refill,
3250391906611,Shampooing doux,Netto,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3250391906611/shampooing-doux-netto,
4005900260857,Baby Shampooing Extra Doux,Nivea,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005900260857/baby-shampooing-extra-doux-nivea,
4006000034201,Kopf bis Fuß Bad & Shampoo,Nivea Baby,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4006000034201/kopf-bis-fuss-bad-shampoo-nivea-baby,
3574661474915,Baby Shampoo,Penaten,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661474915/baby-shampoo-penaten,Penaten: Markenseite Ultra Sensitiv/Sensible Haut = parfümfrei; Klassik oft parfümiert.
3250392927189,Gel lavant corps et cheveux,Pommette,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3250392927189/gel-lavant-corps-et-cheveux-pommette,
6009523601811,Special Baby Shampoo,Purity,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/6009523601811/special-baby-shampoo-purity,
3256224043997,Shampooing doux,U,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3256224043997/shampooing-doux-u,
3661434002076,1er Shampoing Extra Doux,Uriage,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3661434002076/uriage-1er-shampooing,Uriage Bébé 1ère Crème laut Marke parfümiert — FF=no.
4001638096515,Weleda Baby calendula haar- en bodyshampoo,Weleda,baby_0_36m,haar,NL,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/4001638096515/baby-calendula-waschlotion-shampoo-weleda,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
3800232739757,Natural baby shampoo & body wash,Wooden spoon,baby_0_36m,haar,BG;HU,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3800232739757/natural-baby-shampoo-body-wash-wooden-spoon,
8712561405737,Baby shampoo,Zwitsal,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8712561405737/baby-shampoo-zwitsal,
3760075070045,Alphanova Bébé Eau Nettoyante,Alphanova,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3760075070045/alphanova-bebe-eau-nettoyante,
3596710368280,Lait de toilette baby camomille,Auchan,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710368280/lait-de-toilette-baby-camomille-auchan,
3245678704400,Eau nettoyante,Auchan Baby,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678704400/eau-nettoyante-auchan-baby,
3596710510979,Eau nettoyante visage et corps à l'extrait de calendula,Auchan Baby,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710510979/eau-nettoyante-visage-et-corps-a-l-extrait-de-calendula-auchan-baby,
3245678041314,Auchan baby cosmos bio - eau nettoyante micellaire - sans rincage visage et corps - bébé - 492 ml,Auchan Baby Bio,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678041314/auchan-baby-cosmos-bio-eau-nettoyante-micellaire-sans-rincage-visage-et-corps-bebe-492-ml-auchan-baby-bio,
3574660618440,Eau nettoyante,Bebe Biafine,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660618440/eau-nettoyante-bebe-biafine,
3574660651249,Lait de toilette,Bebe Biafine,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660651249/lait-de-toilette-bebe-biafine,
3401396936190,Bioderma Lait de toilette ABCDerm,Bioderma,baby_0_36m,reiniger,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401396936190/bioderma-lait-de-toilette-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3350033362123,Eau nettoyante,Bout'chou,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3350033362123/eau-nettoyante-bout-chou,
3600551055022,Eau nettoyante,Bébé Cadum,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551055022/eau-nettoyante-bebe-cadum,
3760099594367,Bébé Cadum Lait de Toilette Nettoyant et Hydratant,Cadum,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3760099594367/bebe-cadum-lait-de-toilette-nettoyant-et-hydratant,
3760099593216,Cadum Bebe Lait De Toilette Hydratant Bio Sans Rinçage. FL Pompe,Cadum,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3760099593216/cadum-bebe-lait-de-toilette-hydratant-bio-sans-rincage-fl-pompe,
3560071277000,Eau nettoyante micellaire,Carrefour,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071277000/eau-nettoyante-micellaire-carrefour,
3560071277062,Lait de toilette hydratant,Carrefour,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071277062/lait-de-toilette-hydratant-carrefour-baby,
3245411903114,Lait de toilette hydratant,Carrefour,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245411903114/lait-de-toilette-hydratant-carrefour,
3245678704394,Cosmia b - eau nettoyante - à l'huile d'amande douce - bébé - 250ml,Cosmia Baby,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678704394/cosmia-b-eau-nettoyante-a-l-huile-d-amande-douce-bebe-250ml-cosmia-baby,
3450970024600,Lait de toilette bébé,Eco+,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3450970024600/lait-de-toilette-bebe-eco,
3504108010574,Lait de toilette,Expanscience,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3504108010574/lait-de-toilette-expanscience,
3282770023855,Lait de toilette protecteur sans rinçage,Klorane Bébé,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282770023855/lait-de-toilette-protecteur-sans-rincage-klorane-bebe,
3770000717143,Mon petit La Rosée Lait de toilette nettoyant huile amande bébé,LA ROSEE,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3770000717143/mon-petit-la-rosee-lait-de-toilette-nettoyant-huile-amande-bebe,
3700668700225,Eau nettoyante hypoallergénique,Love & Green,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3700668700225/eau-nettoyante-hypoallergenique-love-green,
3517360000320,So'Bio Etic Baby' Eau Nettoyante Visage & Corps,Léa Nature,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3517360000320/so-bio-etic-baby-eau-nettoyante-visage-corps-lea-nature,
3600551119922,Lait de toilette très doux,Mixa,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551119922/lait-de-toilette-tres-doux-mixa,
3600551136806,Mixa bébé au lait de toilette,MIXA,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551136806/mixa-bebe-au-lait-de-toilette,
3058320006001,Lait de toilette très doux Vitamine E Huile d'amande douce,Mixa Bébé,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3058320006001/lait-de-toilette-tres-doux-vitamine-e-huile-d-amande-douce-mixa-bebe,
3600550454147,Mixa Bébé Lait de Toilette très Doux,Mixa Bébé,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550454147/mixa-bebe-lait-de-toilette-tres-doux,
3350033527041,L'eau nettoyante,Monoprix,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3350033527041/l-eau-nettoyante-monoprix-bebe,
3350033527027,Le lait de toilette Douceur à l'extrait de fleur de coton,Monoprix,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3350033527027/le-lait-de-toilette-douceur-a-l-extrait-de-fleur-de-coton-monoprix-bebe,
4005808244416,Lait de toilette nourrissant Pure & sensitive,Nivea,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005808244416/lait-de-toilette-nourrissant-pure-sensitive-nivea,
4005808364077,Nivea Baby Lait de toilette sans rinçage,Nivea,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005808364077/nivea-baby-lait-de-toilette-sans-rincage,
4005900488404,Eau micellaire nettoyante,Nivea baby,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005900488404/eau-micellaire-nettoyante-nivea-baby,
3250391966950,Lait de toilette bebe,Pommette,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3250391966950/lait-de-toilette-bebe-pommette,
3661434000416,Uriage Bébé - 1ère Eau Nettoyante,Uriage,baby_0_36m,reiniger,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3661434000416/uriage-bebe-1ere-eau-nettoyante,Uriage Bébé 1ère Crème laut Marke parfümiert — FF=no.
4305615968766,baby duschgel,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4305615968766/baby-duschgel,
4533213040984,Baby Foot Masque Chaussette Pour Les Pieds Liberta,,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4533213040984/baby-foot-masque-chaussette-pour-les-pieds-liberta,
5310001200398,baby powder,,baby_0_36m,sonst,SI,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5310001200398/baby-powder,
3574661322018,Bebe,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661322018/bebe,
3574661155586,Bebe classic,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661155586/bebe-classic,
3574661690483,bebe Waschgel,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661690483/bebe-waschgel,
00634200,bebe young care Traube Smoothie duschgel,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/00634200/bebe-young-care-traube-smoothie-duschgel,
7702661491007,colonia cero de bebe,,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7702661491007/colonia-cero-de-bebe,
5010622008518,Dentifrice fluoré bébé 0-2 ans,,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5010622008518/dentifrice-fluore-bebe-0-2-ans,
8431876272420,esponja Bebe Dermo,,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876272420/esponja-bebe-dermo,
4059729447371,Essence Baby Got Blush 20 Blushin' Berry Liquid Blush,,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4059729447371/essence-baby-got-blush-20-blushin-berry-liquid-blush,
3574660025415,gohnsons baby powder,,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660025415/gohnsons-baby-powder,
4062300445543,HiPP ULTRA HYGIENE SENSITIV BABYSANFT SIEGEL FEUCHTTÜCHER,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4062300445543/hipp-ultra-hygiene-sensitiv-babysanft-siegel-feuchttucher,
4262401739750,Jean &Len OHNE GEDØNS* Sensitiver Sofortschutz für sehr empfindliche Haut BABY& KIDS NNE 50+ — E,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4262401739750/jean-len-ohne-gedøns-sensitiver-sofortschutz-fur-sehr-empfindliche-haut-baby-kids-nne-50-e,
8410207116008,johnson's baby,,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8410207116008/johnson-s-baby,
3574660711929,JOHNSONS Baby Conditioner 500ml,,baby_0_36m,sonst,CY,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660711929/johnsons-baby-conditioner-500ml,
8717333639174,Kruidvat Mama Protection Kraamverband,,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8717333639174/kruidvat-mama-protection-kraamverband,
8594008876573,Linteo Baby,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8594008876573/linteo-baby,
4770001003008,margarita baby,,baby_0_36m,sonst,LT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4770001003008/margarita-baby,
6135150000373,Maxi bébé,,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/6135150000373/maxi-bebe,
30146754,Maybelline New York SuperStay Teddy Tint 25 Baby Tee Lippenstift,,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/30146754/maybelline-new-york-superstay-teddy-tint-25-baby-tee-lippenstift,
7501044205381,olormax talco hipoalergenico baby,,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7501044205381/olormax-talco-hipoalergenico-baby,
4820023360075,Seife baby,,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4820023360075/seife-baby,
8029408103412,Baby gel de baño,Aqua Farma,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8029408103412/baby-gel-de-bano-aqua-farma,
8001841119946,Baby Ariel,Ariel,baby_0_36m,sonst,AT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8001841119946/baby-ariel,
8411582230549,Suavizante hipoalergénico baby,Asevi,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8411582230549/suavizante-hipoalergenico-baby-asevi,
3596710421138,Gel gingival première dent,Auchan,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710421138/gel-gingival-premiere-dent-auchan,
3596710313891,Talc baby peaux délicates,Auchan,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710313891/talc-baby-peaux-delicates-auchan,
3596710329571,Auchan Batonnets Baby X50,Auchan Baby,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710329571/auchan-batonnets-baby-x50-auchan-baby,
4066447710281,Duschgel Baby,balea,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4066447710281/duschgel-baby-balea,
3400935940179,Bepanthen Pommade,Bayer,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3400935940179/bepanthen-pommade-bayer,
3574661407227,bebe 5in1 Erfrischende Reinigungstücher,bebe,baby_0_36m,sonst,AT;DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661407227/bebe-5in1-erfrischende-reinigungstucher,
3574661340623,bebe Lupenrein,bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661340623/bebe-lupenrein,
3574661384344,bebe Vollgeschmeidig,bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661384344/bebe-vollgeschmeidig,
3574661671741,Kosmetik Reinigungstücher extra sanft,bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661671741/kosmetik-reinigungstucher-extra-sanft-bebe,
3574661824390,milde Reinigungstücher,bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661824390/milde-reinigungstucher-bebe,
3574661406497,Reinigungstücher,Bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661406497/reinigungstucher-bebe,
3574661407258,Reinigungstücher,Bebe,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661407258/reinigungstucher-bebe,
3574661261096,Soft & lovely,Bebe Young Care,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661261096/soft-lovely-bebe-young-care,
4046871005917,Baby,Bel,baby_0_36m,sonst,FR;DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4046871005917/baby-bel,
8010047115089,Baby,Bema,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8010047115089/baby-bema,
3286010076038,Lait après-soleil Bleu et blanc,BIOLANE,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3286010076038/lait-apres-soleil-bleu-et-blanc-biolane,
00342632,Bébé,Bébé,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/00342632/bebe,
3560071172534,baby,Carrefour,baby_0_36m,sonst,FR;ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071172534/baby-carrefour,
3560071207717,Baby fresh aloe vera,Carrefour,baby_0_36m,sonst,FR;ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071207717/baby-fresh-aloe-vera-carrefour,
3560071207359,Sensitive,Carrefour,baby_0_36m,sonst,FR;ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071207359/sensitive-carrefour,
3560070218608,sérum physiologique,Carrefour,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560070218608/serum-physiologique-carrefour,
8431876279610,Gel champú para pieles tendencia atópica my baby,Carrefour Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279610/gel-champu-para-pieles-tendencia-atopica-my-baby-carrefour-baby,
8431876279566,Gel de baño aloe vera my baby,Carrefour Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279566/gel-de-bano-aloe-vera-my-baby-carrefour-baby,
8431876279603,Talco my baby,Carrefour Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279603/talco-my-baby-carrefour-baby,
8718951551992,Adoucissant Concentré 3D Fleurs Blanches et Noix,Coco SOUPLINE,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8718951551992/adoucissant-concentre-3d-fleurs-blanches-et-noix-coco-soupline,
3245678703885,Sérum physiologique,Cosmia Baby,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678703885/serum-physiologique-cosmia-baby,
3245678704448,Talc en poudre,Cosmia Baby,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678704448/talc-en-poudre-cosmia-baby,
8710522420713,Baby gel de ducha,Dove,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8710522420713/baby-gel-de-ducha-unilever,
7340083492488,Baby våtservetter,Eldorado,baby_0_36m,sonst,SE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7340083492488/baby-vatservetter-eldorado,
4059729447395,Essence Baby Got Blush 30 Dusty Rose Liquid Blush,Essence,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4059729447395/essence-baby-got-blush-30-dusty-rose-liquid-blush,
4059729521347,Essence Baby Got Bronze 10 Golden Hour Shimmering Bronzer,Essence,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4059729521347/essence-baby-got-bronze-10-golden-hour-shimmering-bronzer,
4059729521354,Essence Baby Got Bronze 20 Holiday Glow Shimmering Bronzer,Essence,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4059729521354/essence-baby-got-bronze-20-holiday-glow-shimmering-bronzer,
4001499946288,Baby Spül-Reiniger,Frosch,baby_0_36m,sonst,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4001499946288/baby-spul-reiniger-frosch,
7501022150412,Racimos de oro jabon de bebe,Grisi,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7501022150412/racimos-de-oro-jabon-de-bebe-ricitos-de-oro,
5029053582306,Drynites Sous-vêtements de nuit absorbants pour filles 8-13 ans (30-48kg),HUGGIES,baby_0_36m,sonst,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5029053582306/drynites-sous-vetements-de-nuit-absorbants-pour-filles-8-13-ans-30-48kg-huggies,
8470003924801,"Nutraisdin, baby gel champú",ISDIN,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8470003924801/nutraisdin-baby-gel-champu-isdin,
3574661728216,Johnson’s baby powder,Johnson & Johnson,baby_0_36m,sonst,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661728216/johnson-s-baby-powder-johnson-johnson,
3574661520476,Camomila,Johnson's Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661520476/camomila-johnson-s-baby,
3574661520469,Champú,Johnson's Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661520469/champu-johnson-s-baby,
8540661520469,Champú,Johnson's Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8540661520469/champu-johnson-s-baby,
7702031169536,Crema liquida avena,Johnson's Baby,baby_0_36m,sonst,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7702031169536/crema-liquida-avena-johnson-s-baby,
