ean,name,brand,age_band,category_slot,eu_countries,flag_fragrance_free,flag_under3_intended,flag_cf,flag_nc,fragrance_basis,under3_basis,cf_basis,nc_basis,spf_note,source_url,notes
4337185820649,Baby soft cream,bevola,baby_0_36m,creme,RO,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4337185820649/baby-soft-cream-bevola,
4011609011904,Baby oil,Bevola baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4011609011904/baby-oil-bevola-baby,
3401347169653,ABCDerm crème raffermissante,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401347169653/abcderm-creme-raffermissante-bioderma,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401396935889,Bioderma Cold Cream - Crème corps nourrissante ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401396935889/bioderma-cold-cream-creme-corps-nourrissante-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401397163847,Bioderma Cold Cream - Crème lavante ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401397163847/bioderma-cold-cream-creme-lavante-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401396935711,Bioderma Cold Cream - Crème Visage ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401396935711/bioderma-cold-cream-creme-visage-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401396936480,Bioderma Huile Douceur ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401396936480/bioderma-huile-douceur-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401345569585,Bioderma Hydratant - Lait Douceur ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401345569585/bioderma-hydratant-lait-douceur-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3401577538663,Bioderma Péri-Oral ABCDerm,Bioderma,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401577538663/bioderma-peri-oral-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
4311596611461,Baby Pflegecreme,Blütezeit,baby_0_36m,creme,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4311596611461/baby-pflegecreme-blutezeit,
7613035379978,Baby Öl,Bübchen,baby_0_36m,creme,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7613035379978/baby-ol-bubchen,Bübchen häufig parfümiert.
3560071276942,Huile d'amande douce 100% naturelle,Carrefour,baby_0_36m,creme,BE;FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071276942/huile-d-amande-douce-100-naturelle-carrefour,
3560070276202,Huile d’amande douce,Carrefour,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560070276202/huile-d-amande-douce-carrefour,
8431876279597,Crema cambio pañal my baby,Carrefour Baby,baby_0_36m,creme,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279597/crema-cambio-panal-my-baby-carrefour-baby,
8431876279627,Leche emoliente para pieles con tendencia atopica my baby,Carrefour Baby,baby_0_36m,creme,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279627/leche-emoliente-para-pieles-con-tendencia-atopica-my-baby-carrefour-baby,
8431876279573,Locion hidratante cara y cuerpo con aceite de almendra my baby,Carrefour Baby,baby_0_36m,creme,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279573/locion-hidratante-cara-y-cuerpo-con-aceite-de-almendra-my-baby-carrefour-baby,
3283950919203,Cattier Bébé Crème Hydratante Hypoallergénique,Cattier,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3283950919203/cattier-bebe-creme-hydratante-hypoallergenique,
3298839232083,Eau de senteur pour bébé,Christine Arbel,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3298839232083/eau-de-senteur-pour-bebe-christine-arbel,
3760123181549,Lait Hydratant Bébé Miel De Manuka - 200 ML - Comptoirs & Compagnies,Comptoirs et compagnies,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3760123181549/lait-hydratant-bebe-miel-de-manuka-200-ml-comptoirs-compagnies-comptoirs-et-compagnies,
8001120829894,Dentifricio anticarie,Coop,baby_0_36m,creme,IT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8001120829894/dentifricio-anticarie-coop,
3245678703892,Cosmia b - lait corps et massage - pour une douce nuit avec de l'extrait de camomille hydratant - bébé - 500 ml,Cosmia Baby,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678703892/cosmia-b-lait-corps-et-massage-pour-une-douce-nuit-avec-de-l-extrait-de-camomille-hydratant-bebe-500-ml-cosmia-baby,
3245678704479,Huile nourrissante de massage,Cosmia Baby,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678704479/huile-nourrissante-de-massage-cosmia-baby,
3245678704431,Lait nettoyant,Cosmia Baby,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3245678704431/lait-nettoyant-cosmia-baby,
5709954024371,Body Baby oil,Derma Eco,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5709954024371/body-baby-oil-derma-eco,
8710447362945,Sensitive Skin Care Lotion,Dove,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8710447362945/sensitive-skin-care-lotion-unilever,
8002330128357,baby salviettine sensitive,Esselunga,baby_0_36m,creme,IT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8002330128357/baby-salviettine-sensitive-esselunga,
8017596119001,hello Baby,eurospin,baby_0_36m,creme,IT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8017596119001/hello-baby-eurospin,
3504108012950,Cold cream bébé,Expanscience,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3504108012950/cold-cream-bebe-expanscience,
3504105035501,Hydra Bebe Lotion,Expanscience,baby_0_36m,creme,PL;ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3504105035501/hydra-bebe-lotion-expanscience,
3504108012936,Hydra Bébé Crème visage,Expanscience,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3504108012936/hydra-bebe-creme-visage-expanscience,
3401528521096,Baume pectoral bébé,Gifrer,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3401528521096/gifrer-baume-pectoral,
5904006380232,Face & body Hypoallergenic Cream,Hagi baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5904006380232/face-body-hypoallergenic-cream-hagi-baby,
4062300422537,Baby Oil,Hipp,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4062300422537/baby-oil-hipp,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.
44562300422544,Cream,Hipp Babysanft,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/44562300422544/cream-hipp-babysanft,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.
7318690137542,Baby Zinksalva,ICA,baby_0_36m,creme,SE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7318690137542/baby-zinksalva-ica,
3574660057706,Johnson baby oil,Johnson,baby_0_36m,creme,IT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660057706/johnson-baby-oil,
53574660291162,Baby Oil,Johnson & Johnson,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/53574660291162/baby-oil-johnson-johnson,
3574661198514,anti-pickel Feuchtigkeitscreme,Johnson & Johnson SBF,baby_0_36m,creme,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661198514/anti-pickel-feuchtigkeitscreme-johnson-johnson-sbf,
3574660587524,Baby oil,Johnson’s,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660587524/baby-oil-johnson-s,
3574661428093,Face & body lotion,Johnson’s,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661428093/face-body-lotion-johnson-s,
3282779327046,Klorane Bébé Baume apaisant et réparateur,Klorane,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282779327046/klorane-bebe-baume-apaisant-et-reparateur,
3282770055023,Klorane Bébé Crème hydratante Physio Calenduline,Klorane,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282770055023/klorane-bebe-creme-hydratante-physio-calenduline,
3282779393232,Klorane Bébé Moisturizing Lotion 500 Ml.,Klorane,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282779393232/klorane-bebe-moisturizing-lotion-500-ml,
3282770038798,Crème lavante nourrissante cold cream,Klorane Bébé,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282770038798/creme-lavante-nourrissante-cold-cream-klorane-bebe,
3282779005623,L'eau de bébé,Klorane Bébé,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282779005623/l-eau-de-bebe-klorane-bebe,
3282779326988,Poudre de toilette protectrice,Klorane Bébé,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3282779326988/poudre-de-toilette-protectrice-klorane-bebe,
8717931600149,Lala's Baby Regular Vaseline,Lala's,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8717931600149/lala-s-baby-regular-vaseline,
3058325050054,Crème hydratante protectrice,LASCAD,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3058325050054/creme-hydratante-protectrice-l-oreal,
3600550848359,Crème hydratante protectrice pour le visage et le corps,LASCAD,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550848359/creme-hydratante-protectrice-pour-le-visage-et-le-corps-l-oreal,
3564700685211,Crème hydratante visage & corps,Marque Repère,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3564700685211/creme-hydratante-visage-corps-marque-repere,
3564700701058,Crème hydratante visage et corps,Marque Repère,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3564700701058/creme-hydratante-visage-corps-marque-repere,
3600531070281,Baby Lips Electro Strike a Rose,Maybelline,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600531070281/baby-lips-electro-strike-a-rose-l-oreal,
3600551153254,Mixa Panthenol Comfort Kalmerende Bodylotion,Mixa,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600551153254/mixa-panthenol-comfort-kalmerende-bodylotion,
3600550921045,Mixa Bébé Huile lavante apaisante Atopiance,mixa bébé,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600550921045/mixa-bebe-huile-lavante-apaisante-atopiance,
3350034013659,Crème hydratante visage & corps bio,Monoprix,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3350034013659/creme-hydratante-visage-corps-bio-monoprix-bebe,
3350033527089,La crème hydratante,Monoprix,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3350033527089/la-creme-hydratante-monoprix-bebe,
3504105029982,Crème hydratante apaisante visage,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105029982/creme-hydratante-apaisante-visage-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105028671,Crème nourrissante au cold cream,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105028671/creme-nourrissante-au-cold-cream-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105035969,Crème visage bébé Mustela,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105035969/creme-visage-bebe-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105028527,Hydra Bébé Lait Corps,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105028527/hydra-bebe-lait-corps-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105035631,Mustela hydra,Mustela,baby_0_36m,creme,FR;PL;PT,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105035631/mustela-hydra,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105028282,Mustela Hydra Bébé Crème Visage,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105028282/mustela-hydra-bebe-creme-visage,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105034412,Soin Croûtes de lait,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105034412/soin-croutes-de-lait-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
3504105028312,Stick nourrissant au cold cream,Mustela,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3504105028312/stick-nourrissant-au-cold-cream-mustela,Mustela Kernlinie oft parfümiert; Stelatopia für FF priorisieren.
8717953117328,Naïf Baby & Kids Verzachtende Bodylotion,Naïf,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8717953117328/naif-baby-kids-verzachtende-bodylotion,
4005808705276,Nivea Baby Eau Douce Nettoyante,Nivea,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005808705276/nivea-baby-eau-douce-nettoyante,
0590017090542,Baby Oil,Nivea Baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/0590017090542/baby-oil-nivea-baby,
9005800369549,Face & body soft cream,Nivea baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/9005800369549/face-body-soft-cream-nivea-baby,
4006000034249,Gute Nacht Lotion,Nivea Baby,baby_0_36m,creme,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4006000034249/gute-nacht-lotion-nivea-baby,
5900017090344,Moisturizing lotion,Nivea baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5900017090344/moisturizing-lotion-nivea-baby,
4005808364190,Huile douceur,Nivéa baby,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4005808364190/huile-douceur-nivea-baby,
8011502007390,Baby naturali,O-PAC,baby_0_36m,creme,IT,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8011502007390/baby-naturali-o-pac,
5900116093215,Cream for cradle cap,Oillan baby,baby_0_36m,creme,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5900116093215/cream-for-cradle-cap-oillan-baby,
3574661491066,Penaten Creme,Penaten,baby_0_36m,creme,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661491066/penaten-creme,Penaten: Markenseite Ultra Sensitiv/Sensible Haut = parfümfrei; Klassik oft parfümiert.
3574661691626,natursanft Massage- & Pflegeöl,Penaten (Johnson & Johnson),baby_0_36m,creme,AT;DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661691626/natursanft-massage-pflegeol-penaten-johnson-johnson,Penaten: Markenseite Ultra Sensitiv/Sensible Haut = parfümfrei; Klassik oft parfümiert.
3251241047584,Huile pour bébé idéale massage,Prim'age,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3251241047584/huile-pour-bebe-ideale-massage-prim-age,
9782253122111,Doliprane bebe,Sanofi,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/9782253122111/doliprane-bebe-sanofi,
8710522350256,Signal Dentifrice Enfants Baby 0-3 Ans Fraise 3x50ml,Signal,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8710522350256/signal-dentifrice-enfants-baby-0-3-ans-fraise-3x50ml-unilever,
3517360019476,crème hydratante protectrice bio,so'bio,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3517360019476/creme-hydratante-protectrice-bio-so-bio,
8711218979126,Sudocrem Multi expert,Sudocrem,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8711218979126/sudocrem-multi-expert,
20294786,Toujours - Sensitive Baby - Feuchttücher FüR Lidl,Toujours,baby_0_36m,creme,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/20294786/toujours-sensitive-baby-feuchttucher-fur-lidl,
4001638096539,Baby Body Lotion,Weleda,baby_0_36m,creme,IE,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/4001638096539/baby-body-lotion-weleda,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
4001638096829,Baby body lotion,Weleda,baby_0_36m,creme,ES,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/4001638096829/baby-body-lotion-weleda,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
3596204358506,Weleda Baby Calendula Bodymilk,Weleda,baby_0_36m,creme,NL,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3596204358506/weleda-baby-calendula-bodymilk,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
4001638096614,Weleda Baby calendula gezichtscrème,Weleda,baby_0_36m,creme,NL,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/4001638096614/weleda-baby-calendula-gezichtscreme,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
3596204358520,Weleda Bébé Calendula - Crème protectrice Visage,Weleda,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3596204358520/weleda-bebe-calendula-creme-protectrice-visage,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
3596204519990,Weleda Bébé Huile de Massage Ventre de Bébé,Weleda,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3596204519990/weleda-bebe-huile-de-massage-ventre-de-bebe,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
3596209656003,Weleda Bébé Huile de toilette au Calendula,Weleda,baby_0_36m,creme,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3596209656003/weleda-bebe-huile-de-toilette-au-calendula,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
4001638096560,Weleda Calendula verzorgende olie,Weleda,baby_0_36m,creme,NL,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/4001638096560/weleda-calendula-verzorgende-olie,Weleda Calendula Standard oft mit Duft/ätherischen Ölen — FF nur parfümfrei-SKU.
8720181649646,Zwitsal Baby zachte crème,Zwitsal,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8720181649646/zwitsal-baby-zachte-creme,
8720181649196,Zwitsal Conditioner,Zwitsal,baby_0_36m,creme,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8720181649196/zwitsal-conditioner,
7501022103173,baby shampoo,,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7501022103173/baby-shampoo,
8713769500286,Dermo Care L.O.L. Surprise! Shampoo,,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8713769500286/dermo-care-l-o-l-surprise-shampoo,
8713769500729,Dermo Care My Little Pony Shampoo,,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8713769500729/dermo-care-my-little-pony-shampoo,
3600542460439,Garnier Loving Blends Kids Abrikoos 2-in-1 Shampoo & Conditioner,,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600542460439/garnier-loving-blends-kids-abrikoos-2-in-1-shampoo-conditioner,
3600542463379,Garnier Loving Blends Kids Milde Haver 2-in-1 Shampoo & Conditioner,,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600542463379/garnier-loving-blends-kids-milde-haver-2-in-1-shampoo-conditioner,
7790010915199,Gohmso's baby shampoo,,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7790010915199/gohmso-s-baby-shampoo,
3574661069456,johnsons baby shampo,,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661069456/johnsons-baby-shampo,
3574660500837,JOHNSONS Baby Shampoo 300ml,,baby_0_36m,haar,CY,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660500837/johnsons-baby-shampoo-300ml,
3574660520286,Penaten Baby Bad&Shampoo,,baby_0_36m,haar,FR;DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574660520286/penaten-baby-bad-shampoo,
3574661790442,petite marseillais,,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661790442/petite-marseillais,
5410091778606,Schwarzkopf Kids Shampoo & Conditioner,,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5410091778606/schwarzkopf-kids-shampoo-conditioner,
7702277074663,shampoo bebe cuidado,,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/7702277074663/shampoo-bebe-cuidado,
3596710313419,Shampooing très doux,Auchan,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3596710313419/shampooing-tres-doux-auchan,
4047196052631,Szampon do włosów,Babydream,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4047196052631/szampon-do-włosow-babydream,
5900057010166,Shampoo for children,Bambi,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5900057010166/shampoo-for-children-bambi,
3401396936541,Bioderma Shampooing ABCDerm,Bioderma,baby_0_36m,haar,FR,no,yes,no,no,,brand-line+obf,,,,https://world.openbeautyfacts.org/product/3401396936541/bioderma-shampooing-abcderm,ABCDerm Baby/Kind ab Geburt; mehrere SKUs mit Parfum in INCI.
3286010097057,Shampooing croûtes de lait à l'avoine apaisant,Biolane,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3286010097057/shampooing-croutes-de-lait-a-l-avoine-apaisant-biolane,
8710624289799,Bonbébé shampoo baby,Bonbébé,baby_0_36m,haar,NL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8710624289799/bonbebe-shampoo-baby,
4065331000064,Baby Shampoo,Bübchen,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4065331000064/baby-shampoo-bubchen,Bübchen häufig parfümiert.
3560071277093,Shampooing très doux,Carrefour,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3560071277093/shampooing-tres-doux-carrefour,
8431876279559,Champu camomila my baby,Carrefour Baby,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/8431876279559/champu-camomila-my-baby-carrefour-baby,
3257980578938,"Shampooing très doux, extra doux",Cora,baby_0_36m,haar,FR,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3257980578938/shampooing-tres-doux-extra-doux-cora,
3468080081444,Baby bio organic shampoo,Corine de Farme,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3468080081444/baby-bio-organic-shampoo-corine-de-farme,
3600542503136,Botanic Therapy Shampoo & Detangler,Garnier,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3600542503136/botanic-therapy-shampoo-detangler-garnier,
4062300373211,Baby Shampoo,Hipp,baby_0_36m,haar,DE,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/4062300373211/baby-shampoo-hipp,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.
3574661213187,Baby shampoo gotas de brillo,Johnson's,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574661213187/baby-shampoo-gotas-de-brillo-johnson-s,
5601182015001,Shampoo,Johnson's Baby,baby_0_36m,haar,ES,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/5601182015001/shampoo-johnson-s-baby,
3574669907866,Baby Shampoo,Johnson’s,baby_0_36m,haar,PL,no,yes,no,no,,obf-category-or-name,,,,https://world.openbeautyfacts.org/product/3574669907866/baby-shampoo-johnson-s,
