ean,name,brand,katalog,age_band,slot,eu_countries,flag_fragrance_free,flag_nc,flag_cf,flag_under3_intended,fragrance_basis,nc_basis,cf_basis,under3_basis,not_for_minors,spf_note,source_url,checked_at,notes,source_file
8718951746558,Bluey toothpaste,colgate,baby_kind,kind_3_11,sonst,SE,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/8718951746558/bluey-toothpaste-colgate,2026-09-04,,eu-baby-kind-katalog.csv
8714789406220,Tahiti Kids Cheveux et Corps,Colgate-Palmolive,baby_kind,kind_3_11,bad,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/8714789406220/tahiti-kids-cheveux-et-corps-colgate-palmolive,2026-09-04,,eu-baby-kind-katalog.csv
3760123181549,Lait Hydratant Bébé Miel De Manuka - 200 ML - Comptoirs & Compagnies,Comptoirs et compagnies,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3760123181549/lait-hydratant-bebe-miel-de-manuka-200-ml-comptoirs-compagnies-comptoirs-et-compagnies,2026-09-04,,eu-baby-kind-katalog.csv
8414807544650,Cremosas,Consum,baby_kind,baby_0_36m,windel,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8414807544650/cremosas-consum,2026-09-04,,eu-baby-kind-katalog.csv
8414807544629,Toallitas aloe vera,Consum,baby_kind,baby_0_36m,windel,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8414807544629/toallitas-aloe-vera-consum,2026-09-04,,eu-baby-kind-katalog.csv
8001120829894,Dentifricio anticarie,Coop,baby_kind,baby_0_36m,creme,IT,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8001120829894/dentifricio-anticarie-coop,2026-09-04,,eu-baby-kind-katalog.csv
3257980578938,"Shampooing très doux, extra doux",Cora,baby_kind,baby_0_36m,haar,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3257980578938/shampooing-tres-doux-extra-doux-cora,2026-09-04,,eu-baby-kind-katalog.csv
3468080080027,Corine de Farme Amandelbloesem Wasgel,Corine,baby_kind,baby_0_36m,bad,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080080027/corine-de-farme-amandelbloesem-wasgel,2026-09-04,,eu-baby-kind-katalog.csv
3468080083387,Corine de Farme Hair & Body Cleansing Gel,Corine,baby_kind,baby_0_36m,bad,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080083387/corine-de-farme-hair-body-cleansing-gel,2026-09-04,,eu-baby-kind-katalog.csv
3468080081116,Corine de Farme Liniment Calcium Balsem,Corine,baby_kind,baby_0_36m,windel,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080081116/corine-de-farme-liniment-calcium-balsem,2026-09-04,,eu-baby-kind-katalog.csv
3468080081444,Baby bio organic shampoo,Corine de Farme,baby_kind,baby_0_36m,haar,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080081444/baby-bio-organic-shampoo-corine-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080150874,Corine de Farme Vaiana 3-in-1 Douchegel,Corine de Farme,baby_kind,baby_0_36m,bad,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080150874/gel-douche-3-en-1-corine-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080082588,Crème change apaisante peaux sensibles,Corine de Farme,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080082588/creme-change-apaisante-peaux-sensibles-corine-de-farme-baby,2026-09-04,,eu-baby-kind-katalog.csv
3468080082533,Gel douche bébé Micellaire Corps et Cheveux Bio,Corine de farme,baby_kind,baby_0_36m,bad,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080082533/gel-douche-bebe-micellaire-corps-et-cheveux-bio-corine-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080115934,Gel lavant douceur,Corine de Farme,baby_kind,baby_0_36m,bad,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080115934/gel-lavant-douceur-corine-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080106543,Lingettes Sensitive Au Calendula Bio Bébé Avec Dévidoir,Corine De Farme,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080106543/lingettes-sensitive-au-calendula-bio-bebe-avec-devidoir-corine-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080082007,Savon Surgras extra-doux bio,Corine de Farme Baby,baby_kind,baby_0_36m,bad,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080082007/savon-surgras-extra-doux-bio-corine-de-farme-baby,2026-09-04,,eu-baby-kind-katalog.csv
3468080150973,Corine de Farme Lilo & Stitch 3-in-1 Douchegel,Corinne de Farme,baby_kind,baby_0_36m,bad,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080150973/corine-de-farme-lilo-stitch-3-in-1-douchegel-corinne-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3468080081628,Lingettes nettoyantes pour bébé,Corinne de Farme,baby_kind,baby_0_36m,windel,PT,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3468080081628/lingettes-nettoyantes-pour-bebe-corinne-de-farme,2026-09-04,,eu-baby-kind-katalog.csv
3245678707579,Auchan baby- liniment oléo-calcaire - a l'huile d'olive - dès la naissance sauf prématurés bébé - 500 ml,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678707579/auchan-baby-liniment-oleo-calcaire-a-l-huile-d-olive-des-la-naissance-sauf-prematures-bebe-500-ml-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678704394,Cosmia b - eau nettoyante - à l'huile d'amande douce - bébé - 250ml,Cosmia Baby,baby_kind,baby_0_36m,reiniger,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678704394/cosmia-b-eau-nettoyante-a-l-huile-d-amande-douce-bebe-250ml-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678703892,Cosmia b - lait corps et massage - pour une douce nuit avec de l'extrait de camomille hydratant - bébé - 500 ml,Cosmia Baby,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678703892/cosmia-b-lait-corps-et-massage-pour-une-douce-nuit-avec-de-l-extrait-de-camomille-hydratant-bebe-500-ml-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678704479,Huile nourrissante de massage,Cosmia Baby,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678704479/huile-nourrissante-de-massage-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678704431,Lait nettoyant,Cosmia Baby,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678704431/lait-nettoyant-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691427,Lingettes fraîcheur,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691427/lingettes-fraicheur-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691434,Lingettes fraîcheur,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691434/lingettes-fraicheur-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691441,Lingettes fraîcheur,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691441/lingettes-fraicheur-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691489,Lingettes nettoyantes à l'aloe vera bio,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691489/lingettes-nettoyantes-a-l-aloe-vera-bio-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691496,Lingettes nettoyantes à l'huile d'olive,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691496/lingettes-nettoyantes-a-l-huile-d-olive-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691502,Lingettes nouveau-né à l'extrait de calendula,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691502/lingettes-nouveau-ne-a-l-extrait-de-calendula-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691519,Lingettes papier toilette,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691519/lingettes-papier-toilette-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691526,Lingettes papier toilette,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691526/lingettes-papier-toilette-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691465,Lingettes sensitives à l'extrait de camomille,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691465/lingettes-sensitives-a-l-extrait-de-camomille-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678691472,Lingettes visage et mains à l'huile d'amande douce,Cosmia Baby,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678691472/lingettes-visage-et-mains-a-l-huile-d-amande-douce-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678703885,Sérum physiologique,Cosmia Baby,baby_kind,baby_0_36m,sonst,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678703885/serum-physiologique-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3245678704448,Talc en poudre,Cosmia Baby,baby_kind,baby_0_36m,sonst,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3245678704448/talc-en-poudre-cosmia-baby,2026-09-04,,eu-baby-kind-katalog.csv
3600550254211,Beautiful Beginnings Shampooing soin 2 en 1,Dark and Lovely,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3600550254211/beautiful-beginnings-shampooing-soin-2-en-1-dark-and-lovely,2026-09-04,,eu-baby-kind-katalog.csv
8480000794277,Toallitas bebé frescas y perfumadas,Deliplus,baby_kind,baby_0_36m,windel,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8480000794277/toallitas-bebe-frescas-y-perfumadas-deliplus,2026-09-04,,eu-baby-kind-katalog.csv
5709954024333,Baby Shampoo/Bath,Derma,baby_kind,baby_0_36m,bad,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5709954024333/baby-shampoo-bath-derma,2026-09-04,,eu-baby-kind-katalog.csv
5709954024371,Body Baby oil,Derma Eco,baby_kind,baby_0_36m,creme,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5709954024371/body-baby-oil-derma-eco,2026-09-04,,eu-baby-kind-katalog.csv
3567730300437,Shampooing 2 en 1 démêlant Fraise Grenade Lait de coton,Dermaclay Junior,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3567730300437/shampooing-2-en-1-demelant-fraise-grenade-lait-de-coton-dermaclay-junior,2026-09-04,,eu-baby-kind-katalog.csv
3401520672673,Liniment oléo calcaire stabilité,Dermactive Bébé,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3401520672673/liniment-oleo-calcaire-stabilite-dermactive-bebe,2026-09-04,,eu-baby-kind-katalog.csv
8001300820642,Bebè salviettine detergenti corpo,Despar,baby_kind,baby_0_36m,windel,IT,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8001300820642/bebe-salviettine-detergenti-corpo-despar,2026-09-04,,eu-baby-kind-katalog.csv
5028270004752,Baby wipes fragrance free,Dimple,baby_kind,baby_0_36m,windel,FR,yes,no,no,yes,obf-label,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5028270004752/baby-wipes-fragrance-free-dimple,2026-09-04,,eu-baby-kind-katalog.csv
3160920965012,Shampooing anti poux & lentes,Disney,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3160920965012/shampooing-anti-poux-lentes-disney,2026-09-04,,eu-baby-kind-katalog.csv
3700763501581,Lingettes nettoyantes,Dodie,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3700763501581/lingettes-nettoyantes-douceur-dermo-apaisantes-dodie,2026-09-04,,eu-baby-kind-katalog.csv
3600550306774,Shampooing 3 en 1 usage quotidien,Dop,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3600550306774/shampooing-3-en-1-usage-quotidien-dop,2026-09-04,,eu-baby-kind-katalog.csv
3380380064722,Beauté & Hygiène / Change Bébé / Liniment,Douce Nature,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3380380064722/beaute-hygiene-change-bebe-liniment-douce-nature,2026-09-04,,eu-baby-kind-katalog.csv
3380390901154,Papoo Shampooing des écoles,Douce Nature,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3380390901154/papoo-shampooing-des-ecoles-douce-nature,2026-09-04,,eu-baby-kind-katalog.csv
8710522420713,Baby gel de ducha,Dove,baby_kind,baby_0_36m,sonst,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8710522420713/baby-gel-de-ducha-unilever,2026-09-04,,eu-baby-kind-katalog.csv
8710447362945,Sensitive Skin Care Lotion,Dove,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8710447362945/sensitive-skin-care-lotion-unilever,2026-09-04,,eu-baby-kind-katalog.csv
4033981732079,Crème Solaire Baby & Kids SPF 45,Eco Cosmetics,baby_kind,baby_0_36m,spf,FR,no,no,no,yes,,,,obf-category-or-name,no,AAP/AAD: unter 6 Monaten SPF nicht first-line,https://world.openbeautyfacts.org/product/4033981732079/creme-solaire-baby-kids-spf-45-eco-cosmetics,2026-09-04,"SAFETY NOTE unter 6 Mon.: Schatten/Kleidung first-line, kein SPF-First für Neonaten in App-Copy.",eu-baby-kind-katalog.csv
4033981732086,Crème Solaire Baby & Kids SPF 50+,Eco Cosmetics,baby_kind,baby_0_36m,spf,FR,no,no,no,yes,,,,obf-category-or-name,no,AAP/AAD: unter 6 Monaten SPF nicht first-line,https://world.openbeautyfacts.org/product/4033981732086/creme-solaire-baby-kids-spf-50-eco-cosmetics,2026-09-04,"SAFETY NOTE unter 6 Mon.: Schatten/Kleidung first-line, kein SPF-First für Neonaten in App-Copy.",eu-baby-kind-katalog.csv
4033981732581,Crème Solaire Neutre Baby SPF 50+,Eco Cosmetics,baby_kind,baby_0_36m,spf,FR,no,no,no,yes,,,,obf-category-or-name,no,AAP/AAD: unter 6 Monaten SPF nicht first-line,https://world.openbeautyfacts.org/product/4033981732581/creme-solaire-neutre-baby-spf-50-eco-cosmetics,2026-09-04,"SAFETY NOTE unter 6 Mon.: Schatten/Kleidung first-line, kein SPF-First für Neonaten in App-Copy.",eu-baby-kind-katalog.csv
3450970024600,Lait de toilette bébé,Eco+,baby_kind,baby_0_36m,reiniger,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3450970024600/lait-de-toilette-bebe-eco,2026-09-04,,eu-baby-kind-katalog.csv
7340083492488,Baby våtservetter,Eldorado,baby_kind,baby_0_36m,sonst,SE,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/7340083492488/baby-vatservetter-eldorado,2026-09-04,,eu-baby-kind-katalog.csv
8002330128357,baby salviettine sensitive,Esselunga,baby_kind,baby_0_36m,creme,IT,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8002330128357/baby-salviettine-sensitive-esselunga,2026-09-04,,eu-baby-kind-katalog.csv
4059729447395,Essence Baby Got Blush 30 Dusty Rose Liquid Blush,Essence,baby_kind,baby_0_36m,sonst,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4059729447395/essence-baby-got-blush-30-dusty-rose-liquid-blush,2026-09-04,,eu-baby-kind-katalog.csv
4059729521347,Essence Baby Got Bronze 10 Golden Hour Shimmering Bronzer,Essence,baby_kind,baby_0_36m,sonst,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4059729521347/essence-baby-got-bronze-10-golden-hour-shimmering-bronzer,2026-09-04,,eu-baby-kind-katalog.csv
4059729521354,Essence Baby Got Bronze 20 Holiday Glow Shimmering Bronzer,Essence,baby_kind,baby_0_36m,sonst,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4059729521354/essence-baby-got-bronze-20-holiday-glow-shimmering-bronzer,2026-09-04,,eu-baby-kind-katalog.csv
8710198441609,Etos Sensitive baby & kids lotion SPF 50+,Etos,baby_kind,baby_0_36m,spf,NL,no,no,no,yes,,,,obf-category-or-name,no,AAP/AAD: unter 6 Monaten SPF nicht first-line,https://world.openbeautyfacts.org/product/8710198441609/etos-sensitive-baby-kids-lotion-spf-50,2026-09-04,"SAFETY NOTE unter 6 Mon.: Schatten/Kleidung first-line, kein SPF-First für Neonaten in App-Copy.",eu-baby-kind-katalog.csv
6422876000603,Doctor wipes aloe vera,Europack media,baby_kind,baby_0_36m,windel,RO,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/6422876000603/doctor-wipes-aloe-vera-europack-media,2026-09-04,,eu-baby-kind-katalog.csv
8017596119001,hello Baby,eurospin,baby_kind,baby_0_36m,creme,IT,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8017596119001/hello-baby-eurospin,2026-09-04,,eu-baby-kind-katalog.csv
3504108012950,Cold cream bébé,Expanscience,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3504108012950/cold-cream-bebe-expanscience,2026-09-04,,eu-baby-kind-katalog.csv
3504105035501,Hydra Bebe Lotion,Expanscience,baby_kind,baby_0_36m,creme,PL;ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3504105035501/hydra-bebe-lotion-expanscience,2026-09-04,,eu-baby-kind-katalog.csv
3504108012936,Hydra Bébé Crème visage,Expanscience,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3504108012936/hydra-bebe-creme-visage-expanscience,2026-09-04,,eu-baby-kind-katalog.csv
3504108010574,Lait de toilette,Expanscience,baby_kind,baby_0_36m,reiniger,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3504108010574/lait-de-toilette-expanscience,2026-09-04,,eu-baby-kind-katalog.csv
8720181509803,Junior 6-13 ans arome menthe,Fluocaril,baby_kind,kind_3_11,creme,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/8720181509803/junior-6-13-ans-arome-menthe-fluocaril,2026-09-04,,eu-baby-kind-katalog.csv
4001499946288,Baby Spül-Reiniger,Frosch,baby_kind,baby_0_36m,sonst,DE,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4001499946288/baby-spul-reiniger-frosch,2026-09-04,,eu-baby-kind-katalog.csv
3600542503136,Botanic Therapy Shampoo & Detangler,Garnier,baby_kind,baby_0_36m,haar,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3600542503136/botanic-therapy-shampoo-detangler-garnier,2026-09-04,,eu-baby-kind-katalog.csv
3600541173620,Shampooing 2 en 1,Garnier,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3600541173620/shampooing-2-en-1-l-oreal,2026-09-04,,eu-baby-kind-katalog.csv
3600542525787,Ultra doux enfant 2 en 1,Garnier,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/3600542525787/ultra-doux-enfant-2-en-1-garnier,2026-09-04,,eu-baby-kind-katalog.csv
8411126026966,Shampooing Enfants Extra Doux fraîcheur de cologne,Geniol,baby_kind,kind_3_11,haar,FR,no,no,no,no,,,,kinderprodukt-ab-3-jahren,no,,https://world.openbeautyfacts.org/product/8411126026966/shampooing-enfants-extra-doux-fraicheur-de-cologne-geniol,2026-09-04,,eu-baby-kind-katalog.csv
3401528521096,Baume pectoral bébé,Gifrer,baby_kind,baby_0_36m,creme,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3401528521096/gifrer-baume-pectoral,2026-09-04,,eu-baby-kind-katalog.csv
3489940068085,BEBE BIO Liniment oléo calcaire,GRAVIER BEBE BIO,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3489940068085/bebe-bio-liniment-oleo-calcaire-gravier-bebe-bio,2026-09-04,,eu-baby-kind-katalog.csv
3489940068078,BEBE BIO Liniment oléo calcaire,Gravier Bébé Bio,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/3489940068078/bebe-bio-liniment-oleo-calcaire-gravier-bebe-bio,2026-09-04,,eu-baby-kind-katalog.csv
7501022150412,Racimos de oro jabon de bebe,Grisi,baby_kind,baby_0_36m,sonst,ES,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/7501022150412/racimos-de-oro-jabon-de-bebe-ricitos-de-oro,2026-09-04,,eu-baby-kind-katalog.csv
5904006380232,Face & body Hypoallergenic Cream,Hagi baby,baby_kind,baby_0_36m,creme,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5904006380232/face-body-hypoallergenic-cream-hagi-baby,2026-09-04,,eu-baby-kind-katalog.csv
8718537561247,Baby wipes with 99.4% water,HEMA,baby_kind,baby_0_36m,windel,NL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8718537561247/baby-wipes-with-99-4-water-hema,2026-09-04,,eu-baby-kind-katalog.csv
4062300422537,Baby Oil,Hipp,baby_kind,baby_0_36m,creme,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4062300422537/baby-oil-hipp,2026-09-04,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.,eu-baby-kind-katalog.csv
4062300373211,Baby Shampoo,Hipp,baby_kind,baby_0_36m,haar,DE,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4062300373211/baby-shampoo-hipp,2026-09-04,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.,eu-baby-kind-katalog.csv
40623474,GESICHT & HÄNDE Ultra-Sensitiv,HiPP,baby_kind,baby_0_36m,windel,FR;DE,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/40623474/gesicht-hande-ultra-sensitiv-hipp,2026-09-04,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.,eu-baby-kind-katalog.csv
40623405,HiPP Babysanft Sonnenschutz,HIPP,baby_kind,baby_0_36m,spf,AT,no,no,no,yes,,,,obf-category-or-name,no,AAP/AAD: unter 6 Monaten SPF nicht first-line,https://world.openbeautyfacts.org/product/40623405/hipp-babysanft-sonnenschutz,2026-09-04,"HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.; SAFETY NOTE unter 6 Mon.: Schatten/Kleidung first-line, kein SPF-First für Neonaten in App-Copy.",eu-baby-kind-katalog.csv
44562300422544,Cream,Hipp Babysanft,baby_kind,baby_0_36m,creme,PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/44562300422544/cream-hipp-babysanft,2026-09-04,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.,eu-baby-kind-katalog.csv
4062300419346,Gel douche corps cheveux famille,Hipp Babysanft,baby_kind,baby_0_36m,bad,FR;PL,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/4062300419346/gel-douche-corps-cheveux-famille-hipp-babysanft,2026-09-04,HiPP Babysanft oft ab 1. Lebenstag; viele SKUs mit Parfum in INCI → FF nur bei Label.,eu-baby-kind-katalog.csv
8690510115145,baby pure fragrance free wipes,hops,baby_kind,baby_0_36m,windel,PL,yes,no,no,yes,name-claim,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/8690510115145/baby-pure-fragrance-free-wipes-hops,2026-09-04,,eu-baby-kind-katalog.csv
5029053582306,Drynites Sous-vêtements de nuit absorbants pour filles 8-13 ans (30-48kg),HUGGIES,baby_kind,baby_0_36m,sonst,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5029053582306/drynites-sous-vetements-de-nuit-absorbants-pour-filles-8-13-ans-30-48kg-huggies,2026-09-04,,eu-baby-kind-katalog.csv
5029053550237,Everyday,Huggies,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5029053550237/everyday-huggies,2026-09-04,,eu-baby-kind-katalog.csv
5029053585543,Extra Care Sensitive Wipes,Huggies,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5029053585543/extra-care-sensitive-wipes-huggies,2026-09-04,,eu-baby-kind-katalog.csv
5029053550152,Lingettes Natural Care with Aloe Vera,Huggies,baby_kind,baby_0_36m,windel,FR,no,no,no,yes,,,,obf-category-or-name,no,,https://world.openbeautyfacts.org/product/5029053550152/huggies-green-wips,2026-09-04,,eu-baby-kind-katalog.csv
